################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  2.5169319266817092E+00 a       154     0     6     1     4
  1.8502392506803240E+01 a       155     0     6     1     5
 -1.2687045983020466E+01 a       156     0     6     1     6
  2.0182989489648790E+01 a       157     0     6     1     7
  8.9022496973993341E+00 a       158     0     6     1     8
  9.3213038031226993E+00 a       159     0     6     1     9
 -2.8658937979410304E+00 a       160     0     6     1    10
  7.2627698803078520E+00 a       161     0     6     1    11
 -3.0880775214984797E+00 a       162     0     6     1    12
 -1.1705006585429278E+01 a       163     0     6     1    13
  2.1687257228053198E+01 a       164     0     6     1    14
  1.3069276472347083E+01 a       165     0     6     1    15
 -1.4822145924593247E+01 a       166     0     6     1    16
 -9.1205138512859474E+00 a       167     0     6     1    17
  2.6935488200928126E+00 a       168     0     6     1    18
 -1.1823676208287473E+01 a       169     0     6     1    19
 -9.6289772147043937E+00 a       170     0     6     1    20
  2.8683809020366509E+00 a       171     0     6     1    21
 -4.8413489420385671E+00 a       172     0     6     1    22
  4.7887570369837489E+00 a       173     0     6     1    23
 -1.4694864699722130E+01 a       174     0     6     1    24
 -1.7055437798628148E+01 a       175     0     6     1    25
 -5.8669604315380592E+00 a       176     0     6     1    26
 -7.7942544648963601E+00 a       177     0     6     1    27
  4.4776423025101515E+00 a       178     0     6     1    28
 -1.5857127556454587E+00 a       179     0     6     1    29
  1.3993341988608082E+01 a       180     0     6     1    30
 -8.1522366051005490E-01 a       181     0     7     1     1
 -2.0646782400391007E+01 a       182     0     7     1     2
 -5.3544004097612934E+01 a       183     0     7     1     3
 -3.7714800448244297E+01 a       184     0     7     1     4
  2.7300026911770342E+01 a       185     0     7     1     5
  4.0397707371382694E+01 a       186     0     7     1     6
  1.9385646435501498E+00 a       187     0     7     1     7
 -1.3025622859113577E+01 a       188     0     7     1     8
 -1.9647820313936428E+01 a       189     0     7     1     9
  3.4113762930762121E+01 a       190     0     7     1    10
 -2.1247987549999650E+01 a       191     0     7     1    11
 -3.9260178454115582E+01 a       192     0     7     1    12
  7.7960770565447444E+00 a       193     0     7     1    13
  3.5429388284004418E+01 a       194     0     7     1    14
  1.5656081572565213E+01 a       195     0     7     1    15
 -7.3720042306971628E-02 a       196     0     7     1    16
 -2.7186792146947671E+01 a       197     0     7     1    17
 -2.3633943259177364E+01 a       198     0     7     1    18
 -7.3859170492544850E+00 a       199     0     7     1    19
 -4.9042442440121681E+00 a       200     0     7     1    20
  1.7610539457936678E+01 a       201     0     7     1    21
  1.3597371238219219E+01 a       202     0     7     1    22
 -2.1592963493559839E+01 a       203     0     7     1    23
  1.3354118307976407E+01 a       204     0     7     1    24
  1.5457266458890573E+00 a       205     0     7     1    25
  4.3756743369466172E+01 a       206     0     7     1    26
 -9.0283985477263915E+00 a       207     0     7     1    27
 -5.0921945656797064E+01 a       208     0     7     1    28
  5.6401669945105283E+01 a       209     0     7     1    29
  3.7120986236223409E+01 a       210     0     7     1    30
  4.9421454183175362E+00 a       211     0     8     1     1
  1.1952172639523992E+01 a       212     0     8     1     2
  1.0985397754319042E+00 a       213     0     8     1     3
 -1.6687922509292715E+01 a       214     0     8     1     4
  3.6398294920493761E+01 a       215     0     8     1     5
  3.0798291134018129E+01 a       216     0     8     1     6
  3.0746202574304714E+01 a       217     0     8     1     7
 -8.2314056289724338E+00 a       218     0     8     1     8
 -2.2280852938386930E-01 a       219     0     8     1     9
  1.5041750529450994E+01 a       220     0     8     1    10
 -6.6827425370087346E+00 a       221     0     8     1    11
 -2.7670219923247906E+01 a       222     0     8     1    12
 -1.4912147875730547E+01 a       223     0     8     1    13
  9.6738081460083620E+00 a       224     0     8     1    14
  3.2200913367561263E+01 a       225     0     8     1    15
 -1.7917888139256995E+01 a       226     0     8     1    16
 -1.9211444928083438E+01 a       227     0     8     1    17
  1.9254987336795950E+00 a       228     0     8     1    18
 -1.1910112547619327E+01 a       229     0     8     1    19
 -2.4350424184369146E+01 a       230     0     8     1    20
  5.3629103992916578E+00 a       231     0     8     1    21
 -1.5592177547268762E+00 a       232     0     8     1    22
 -3.8585349136976910E+00 a       233     0     8     1    23
 -1.4653054766734563E+01 a       234     0     8     1    24
 -2.0109201469374113E+01 a       235     0     8     1    25
  1.2775911766987512E+01 a       236     0     8     1    26
 -6.2404661746314609E+00 a       237     0     8     1    27
 -1.5597992251109057E+01 a       238     0     8     1    28
  2.5477882607307897E+01 a       239     0     8     1    29
  1.9138070690454899E+01 a       240     0     8     1    30
 -1.4922477904911258E+00 a       241     0     9     1     1
  2.2014208030744151E+00 a       242     0     9     1     2
  8.9504517449398513E+00 a       243     0     9     1     3
  4.9716842833628396E+00 a       244     0     9     1     4
 -1.1367928207679105E+01 a       245     0     9     1     5
 -8.3383402036845222E+00 a       246     0     9     1     6
  4.1673750554257358E+00 a       247     0     9     1     7
  6.8429300214881046E+00 a       248     0     9     1     8
  3.7648593093942329E+00 a       249     0     9     1     9
  4.1507672538151003E-01 a       250     0     9     1    10
  7.3377924115512769E+00 a       251     0     9     1    11
  7.4193686472294935E+00 a       252     0     9     1    12
 -1.3746649412549583E+00 a       253     0     9     1    13
  4.2306948351419944E+00 a       254     0     9     1    14
 -9.8213167734326134E+00 a       255     0     9     1    15
 -1.4375416121688676E+00 a       256     0     9     1    16
  6.5880541721521748E+00 a       257     0     9     1    17
 -1.8268444694159656E+00 a       258     0     9     1    18
 -6.2808296050801093E-01 a       259     0     9     1    19
 -2.6459681464911511E+00 a       260     0     9     1    20
 -2.5051229168064824E+00 a       261     0     9     1    21
 -2.9211240093644806E+00 a       262     0     9     1    22
  2.3234710552462383E+00 a       263     0     9     1    23
  1.8281233986029570E+00 a       264     0     9     1    24
 -4.6084476733406827E+00 a       265     0     9     1    25
 -1.0726942795882601E+00 a       266     0     9     1    26
  1.3465538384073559E+00 a       267     0     9     1    27
  7.2797870756670138E+00 a       268     0     9     1    28
 -6.9961676471096679E+00 a       269     0     9     1    29
 -3.0097739345122225E+01 a       270     0     9     1    30
  2.7980076965510992E+00 a       271     0    10     1     1
 -1.0109618489076078E+00 a       272     0    10     1     2
 -2.4050863175845736E+00 a       273     0    10     1     3
  8.0407506958748279E-02 a       274     0    10     1     4
 -1.8568601177560173E+00 a       275     0    10     1     5
  8.9667170309687894E+00 a       276     0    10     1     6
 -1.1202944745355712E+00 a       277     0    10     1     7
 -2.5972833763932052E-01 a       278     0    10     1     8
  5.5067242427274199E-01 a       279     0    10     1     9
  3.7011768870124988E+00 a       280     0    10     1    10
 -1.9901910068029030E+00 a       281     0    10     1    11
 -5.8528037836426494E-01 a       282     0    10     1    12
 -5.1870215468313019E-01 a       283     0    10     1    13
  6.1049946299287301E+00 a       284     0    10     1    14
  3.4738649505547814E-01 a       285     0    10     1    15
  6.8588612707208474E-01 a       286     0    10     1    16
 -1.7667877227110094E+00 a       287     0    10     1    17
 -2.5380675587655449E-01 a       288     0    10     1    18
 -7.9521345259726051E-01 a       289     0    10     1    19
  2.2916892164827742E+00 a       290     0    10     1    20
 -1.3140397332618590E+00 a       291     0    10     1    21
  2.1843053576068905E+00 a       292     0    10     1    22
  8.0141535935295244E-02 a       293     0    10     1    23
  1.8516292718371339E+00 a       294     0    10     1    24
 -3.6820047769376618E-01 a       295     0    10     1    25
  3.8317408323826183E+00 a       296     0    10     1    26
 -7.4707126734367635E-01 a       297     0    10     1    27
 -2.3098579956416581E+00 a       298     0    10     1    28
  7.3385616399705245E-01 a       299     0    10     1    29
  5.2269994871612901E+00 a       300     0    10     1    30
  1.7120722117485849E+00 a       301     0    11     1     1
  8.1270650911697082E+00 a       302     0    11     1     2
  1.4784994048019961E+01 a       303     0    11     1     3
 -1.9739326820788779E+01 a       304     0    11     1     4
  5.0419045798315764E+01 a       305     0    11     1     5
  2.0003904208247274E+01 a       306     0    11     1     6
  2.8706296863297759E+01 a       307     0    11     1     7
 -1.6678014160905168E+01 a       308     0    11     1     8
 -6.1329484527342870E-01 a       309     0    11     1     9
  1.7538945065474241E+01 a       310     0    11     1    10
 -8.3384080491310488E+00 a       311     0    11     1    11
 -3.4141996697309125E+01 a       312     0    11     1    12
 -2.2748475487444071E+00 a       313     0    11     1    13
 -2.6599491856494819E+01 a       314     0    11     1    14
  4.3089362370112980E+01 a       315     0    11     1    15
 -2.3421170907020691E+01 a       316     0    11     1    16
 -2.1614756575107702E+01 a       317     0    11     1    17
  1.2271409423103671E+01 a       318     0    11     1    18
 -7.9352939725070701E+00 a       319     0    11     1    19
 -3.0369996018432303E+01 a       320     0    11     1    20
 -1.1111508198822881E+01 a       321     0    11     1    21
 -5.3807528775674855E+00 a       322     0    11     1    22
 -1.4022596578074817E+00 a       323     0    11     1    23
 -3.0099210368997927E+01 a       324     0    11     1    24
 -7.0886966913456774E+01 a       325     0    11     1    25
  1.5243426589852335E+01 a       326     0    11     1    26
 -1.0166620635442637E+01 a       327     0    11     1    27
 -1.4678793086423285E+01 a       328     0    11     1    28
  2.6612290768387364E+01 a       329     0    11     1    29
 -8.4551033366959096E+00 a       330     0    11     1    30
  1.8639516839661445E+00 a       331     0    12     1     1
  5.1966988567216221E+00 a       332     0    12     1     2
  2.0781038809686621E+01 a       333     0    12     1     3
  2.9926900732080192E-01 a       334     0    12     1     4
  2.7612278929952332E+01 a       335     0    12     1     5
  3.0886540324443889E+01 a       336     0    12     1     6
  5.7295410840325802E+00 a       337     0    12     1     7
 -1.1455708373420631E+01 a       338     0    12     1     8
  1.8447839895559985E+00 a       339     0    12     1     9
 -9.3782937753198041E+00 a       340     0    12     1    10
 -4.7256954011009134E+00 a       341     0    12     1    11
 -9.0563324277243442E+00 a       342     0    12     1    12
  2.2996234105727216E+00 a       343     0    12     1    13
 -4.6678232763277208E+01 a       344     0    12     1    14
  2.5749904510518640E+01 a       345     0    12     1    15
 -8.6518067112439851E+00 a       346     0    12     1    16
 -4.5832888870563036E+00 a       347     0    12     1    17
  1.9419469871379427E+01 a       348     0    12     1    18
  3.6665619314404068E+00 a       349     0    12     1    19
 -7.6666412569872815E+00 a       350     0    12     1    20
 -1.1803917354381730E+01 a       351     0    12     1    21
 -6.4026643140102184E+00 a       352     0    12     1    22
  4.5974687006206674E+00 a       353     0    12     1    23
 -2.3947635629901590E+01 a       354     0    12     1    24
 -2.5954364702469704E+01 a       355     0    12     1    25
 -9.8594470132167338E+00 a       356     0    12     1    26
 -5.9322425519573352E-01 a       357     0    12     1    27
  7.4380431069808557E+00 a       358     0    12     1    28
 -3.0915810137854216E-01 a       359     0    12     1    29
  2.5004429036434779E+01 a       360     0    12     1    30
 -1.5123512940699007E+00 a       361     0    13     1     1
  1.0233555974096857E+00 a       362     0    13     1     2
  2.5092523193260208E+00 a       363     0    13     1     3
 -3.2367251215757376E-01 a       364     0    13     1     4
  3.6103630546925696E+00 a       365     0    13     1     5
 -1.2556913015213234E+00 a       366     0    13     1     6
  2.1338171433282693E-01 a       367     0    13     1     7
 -1.1109372924882022E+00 a       368     0    13     1     8
 -3.7451919680912071E-01 a       369     0    13     1     9
 -3.9077936069974140E+00 a       370     0    13     1    10
  4.9613003380683635E-01 a       371     0    13     1    11
 -3.4201995358976545E-01 a       372     0    13     1    12
  5.9689422370023182E-01 a       373     0    13     1    13
 -9.0134095963718810E+00 a       374     0    13     1    14
  2.1260923370545788E+00 a       375     0    13     1    15
 -4.7041065489160561E-01 a       376     0    13     1    16
  7.4734223274201550E-01 a       377     0    13     1    17
  1.7566761260456547E+00 a       378     0    13     1    18
  1.1196514013186609E+00 a       379     0    13     1    19
 -1.2829831269724146E+00 a       380     0    13     1    20
  1.1783893789985421E-01 a       381     0    13     1    21
 -1.5258274470955955E+00 a       382     0    13     1    22
  3.6272305773925922E-01 a       383     0    13     1    23
 -3.0830192713601741E+00 a       384     0    13     1    24
  7.0451490289707308E-01 a       385     0    13     1    25
 -3.8025680630936542E+00 a       386     0    13     1    26
  4.5308177383756026E-01 a       387     0    13     1    27
  1.4747589756520751E+00 a       388     0    13     1    28
 -8.5622760060189884E-01 a       389     0    13     1    29
 -6.4113803184814044E-01 a       390     0    13     1    30
 -8.7568518988992861E-01 a       391     0    14     1     1
  3.5121143482352135E-01 a       392     0    14     1     2
  1.6287692964219183E-01 a       393     0    14     1     3
 -1.3171209162648459E-01 a       394     0    14     1     4
  9.0827748745700987E-01 a       395     0    14     1     5
 -2.9281021327988741E+00 a       396     0    14     1     6
  3.5911730400637426E-01 a       397     0    14     1     7
  3.0215153153898894E-01 a       398     0    14     1     8
 -1.1120642517589009E-01 a       399     0    14     1     9
 -1.1296926181254234E+00 a       400     0    14     1    10
  5.9512464772553553E-01 a       401     0    14     1    11
  4.4975268848718761E-02 a       402     0    14     1    12
  2.1526486096047157E-01 a       403     0    14     1    13
 -2.2746063066517861E+00 a       404     0    14     1    14
  9.5339530944166737E-02 a       405     0    14     1    15
 -4.4805574129928960E-01 a       406     0    14     1    16
  5.0203853975401480E-01 a       407     0    14     1    17
  2.6305172279375066E-01 a       408     0    14     1    18
  4.0547984997273145E-01 a       409     0    14     1    19
 -6.1945088278662408E-01 a       410     0    14     1    20
  4.8353029517741719E-01 a       411     0    14     1    21
 -8.2109114099480252E-01 a       412     0    14     1    22
  2.0524707597041877E-01 a       413     0    14     1    23
 -7.1456301274189993E-01 a       414     0    14     1    24
  5.0093918345703270E-01 a       415     0    14     1    25
 -1.4395307062844496E+00 a       416     0    14     1    26
  3.3738857486584006E-01 a       417     0    14     1    27
  5.3106329276935149E-01 a       418     0    14     1    28
 -3.3351322298916874E-01 a       419     0    14     1    29
 -4.6973771454588598E-01 a       420     0    14     1    30
 -4.4670080534878558E+00 a       421     0    15     1     1
  1.8497496161280409E+01 a       422     0    15     1     2
 -4.2761594906869597E+01 a       423     0    15     1     3
  5.5950855000930160E+00 a       424     0    15     1     4
  4.1724397218339114E+01 a       425     0    15     1     5
 -3.3755781558353455E+01 a       426     0    15     1     6
  1.2422458873878101E+01 a       427     0    15     1     7
  2.0555452318737260E+01 a       428     0    15     1     8
 -3.9179488315115528E+01 a       429     0    15     1     9
 -7.3208465689156892E+00 a       430     0    15     1    10
  1.4591467315932976E+01 a       431     0    15     1    11
  2.3794260036939303E+01 a       432     0    15     1    12
 -8.2745371951242941E+00 a       433     0    15     1    13
 -8.7864285936468391E+00 a       434     0    15     1    14
  6.2083665252661546E-01 a       435     0    15     1    15
 -2.0415728155053515E+01 a       436     0    15     1    16
  1.4169123788045940E+01 a       437     0    15     1    17
 -3.1152239789554725E+00 a       438     0    15     1    18
 -1.0306307598765754E+01 a       439     0    15     1    19
 -2.2367934571558841E+01 a       440     0    15     1    20
 -4.5833698826170375E+00 a       441     0    15     1    21
  1.0208760561618032E+01 a       442     0    15     1    22
  2.8290318524995648E+01 a       443     0    15     1    23
 -1.0532870276425591E+01 a       444     0    15     1    24
  3.2706246739883220E+01 a       445     0    15     1    25
 -1.7150371405805387E+01 a       446     0    15     1    26
  1.6499736316862830E+01 a       447     0    15     1    27
  1.4452919766075828E+01 a       448     0    15     1    28
  1.3996627336442891E+01 a       449     0    15     1    29
  2.3807381316130616E+01 a       450     0    15     1    30
 -5.2002382572323391E+01 a       451     0    16     1     1
 -5.4713850520987304E+00 a       452     0    16     1     2
 -6.2792415394709291E+00 a       453     0    16     1     3
 -3.3617112495474821E+01 a       454     0    16     1     4
 -3.4484647502465997E+01 a       455     0    16     1     5
 -1.1178179973444698E+02 a       456     0    16     1     6
 -3.0822538023624709E+01 a       457     0    16     1     7
 -3.7411212083726461E+01 a       458     0    16     1     8
  1.6880727174415071E+00 a       459     0    16     1     9
 -2.6009982118495227E+01 a       460     0    16     1    10
  8.9830260415520033E+00 a       461     0    16     1    11
 -1.1330007317908628E+01 a       462     0    16     1    12
 -1.0853582704506676E+01 a       463     0    16     1    13
 -5.8350060619796196E+01 a       464     0    16     1    14
  1.0712348601745898E+01 a       465     0    16     1    15
  1.4687882473635502E+01 a       466     0    16     1    16
 -2.7637912195119469E+01 a       467     0    16     1    17
 -3.5540891707203341E+00 a       468     0    16     1    18
 -2.1009946320224767E+01 a       469     0    16     1    19
 -8.9953524043199220E+00 a       470     0    16     1    20
  2.0106825602652485E+01 a       471     0    16     1    21
 -1.2142202079482173E+01 a       472     0    16     1    22
 -3.9113709435722683E+01 a       473     0    16     1    23
  1.2921406096082329E+01 a       474     0    16     1    24
  9.9214029229692802E+00 a       475     0    16     1    25
 -4.5628782162580634E+01 a       476     0    16     1    26
  4.9004711687177647E+00 a       477     0    16     1    27
 -6.7615462228008152E+00 a       478     0    16     1    28
 -1.3088989550622655E+01 a       479     0    16     1    29
 -2.8949068129573931E+01 a       480     0    16     1    30
 -2.9059165346097160E+01 a       481     0    17     1     1
 -1.0332232602849935E+01 a       482     0    17     1     2
  2.1685533336088476E+01 a       483     0    17     1     3
 -1.3485257260128664E+01 a       484     0    17     1     4
  1.5533040259901127E+00 a       485     0    17     1     5
  6.7282124458557426E+00 a       486     0    17     1     6
 -8.4896665540091902E+00 a       487     0    17     1     7
  2.2681887322525153E+01 a       488     0    17     1     8
  2.4440630571918284E+01 a       489     0    17     1     9
  2.8425609305809556E+00 a       490     0    17     1    10
 -8.5873560387030512E+00 a       491     0    17     1    11
 -1.8344075828505456E+01 a       492     0    17     1    12
 -1.4196717018067781E-02 a       493     0    17     1    13
 -6.8269262491718550E+00 a       494     0    17     1    14
  4.4949946928531554E+00 a       495     0    17     1    15
 -9.7795060250270041E+00 a       496     0    17     1    16
  4.2391453085139972E+00 a       497     0    17     1    17
  6.4772461166940349E+00 a       498     0    17     1    18
  2.4244868572017118E+00 a       499     0    17     1    19
  7.4705223879415543E+00 a       500     0    17     1    20
  1.2435050082396533E+01 a       501     0    17     1    21
  6.4916223595999245E+00 a       502     0    17     1    22
  2.2729586769403880E+01 a       503     0    17     1    23
  6.7325840103934387E-01 a       504     0    17     1    24
 -3.7673376491507668E+01 a       505     0    17     1    25
 -7.9639557410808393E-01 a       506     0    17     1    26
 -3.9723341010065527E-01 a       507     0    17     1    27
 -2.6303687573971064E+01 a       508     0    17     1    28
 -1.9988480758964791E+00 a       509     0    17     1    29
 -1.0779685998391157E+02 a       510     0    17     1    30
  2.3712529176204665E+01 a       511     0    18     1     1
 -7.0735552597250599E+00 a       512     0    18     1     2
  1.9828310507328272E+01 a       513     0    18     1     3
  5.4182971455017901E+00 a       514     0    18     1     4
  2.1597642762905531E+00 a       515     0    18     1     5
 -5.2660462732582275E+01 a       516     0    18     1     6
  5.4854737115928110E+01 a       517     0    18     1     7
 -3.5943829417217422E+01 a       518     0    18     1     8
  8.9478407920127808E+01 a       519     0    18     1     9
  3.5074458879932404E+00 a       520     0    18     1    10
 -3.6191502421227305E+01 a       521     0    18     1    11
 -2.4121213620600205E+01 a       522     0    18     1    12
 -1.1279812436393506E+02 a       523     0    18     1    13
  2.8629837649907792E+01 a       524     0    18     1    14
  6.8370615630495564E+01 a       525     0    18     1    15
  1.3824995398442720E+01 a       526     0    18     1    16
  1.3901388939564779E+01 a       527     0    18     1    17
  1.6180798793351830E+01 a       528     0    18     1    18
  7.2469582709866831E-01 a       529     0    18     1    19
  3.2711907155113870E+01 a       530     0    18     1    20
