################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -5.9170533140621795E-01 a       277     0    10     1     7
 -2.2216037315269768E+00 a       278     0    10     1     8
 -2.7901642846416030E-01 a       279     0    10     1     9
 -6.0018461626343667E-01 a       280     0    10     1    10
  3.2977996738393675E-02 a       281     0    10     1    11
  1.3265383229711161E+00 a       282     0    10     1    12
 -8.0955027444763392E-02 a       283     0    10     1    13
 -5.5199226813337299E-01 a       284     0    10     1    14
 -6.3101053465214807E-01 a       285     0    10     1    15
 -1.6898756752017410E-01 a       286     0    10     1    16
  1.2579720618334297E-01 a       287     0    10     1    17
  6.4173108553188019E-01 a       288     0    10     1    18
 -8.7937826336507624E-02 a       289     0    10     1    19
 -6.1034261529551581E-01 a       290     0    10     1    20
  7.1925479203808526E-02 a       291     0    10     1    21
  1.5714592380542020E-01 a       292     0    10     1    22
 -2.2856512425184430E-01 a       293     0    10     1    23
  5.0784326249502532E-01 a       294     0    10     1    24
 -1.2327676851755218E+00 a       295     0    10     1    25
 -4.6865368726503587E-01 a       296     0    10     1    26
  2.0277155353867590E-01 a       297     0    10     1    27
  7.6971698981938008E-02 a       298     0    10     1    28
  7.5444772028052220E-01 a       299     0    10     1    29
  1.1413073842733706E-01 a       300     0    10     1    30
 -1.3883766665738285E+01 a       301     0    11     1     1
 -2.9014693083293320E+01 a       302     0    11     1     2
  7.9504222603593409E+00 a       303     0    11     1     3
 -1.7247426002845049E+01 a       304     0    11     1     4
 -5.5429662317274371E+00 a       305     0    11     1     5
 -2.5913258049374992E+01 a       306     0    11     1     6
  4.1674875443547705E+00 a       307     0    11     1     7
  2.1158059137930142E+01 a       308     0    11     1     8
 -4.5277820570920224E-01 a       309     0    11     1     9
  1.3786592076681481E+00 a       310     0    11     1    10
 -1.6315893057181945E+00 a       311     0    11     1    11
 -2.2978641056914249E+01 a       312     0    11     1    12
 -1.1035287467805599E+01 a       313     0    11     1    13
 -1.3662078710993374E+01 a       314     0    11     1    14
 -1.0058177995972947E+01 a       315     0    11     1    15
  1.0186559735772260E+01 a       316     0    11     1    16
 -6.5422317561266343E+00 a       317     0    11     1    17
 -1.4918210165788119E+00 a       318     0    11     1    18
 -1.4789256348609405E+00 a       319     0    11     1    19
 -2.9127996800157612E+00 a       320     0    11     1    20
  2.0714744486917072E+00 a       321     0    11     1    21
  1.7003257178076849E+00 a       322     0    11     1    22
 -1.1900475416511906E+01 a       323     0    11     1    23
 -2.0746897438694340E+01 a       324     0    11     1    24
 -8.4453810395822373E+00 a       325     0    11     1    25
  1.0523717702041482E+01 a       326     0    11     1    26
 -9.3152762327562506E+00 a       327     0    11     1    27
  1.9275142071927622E+01 a       328     0    11     1    28
  5.3655534615334650E+00 a       329     0    11     1    29
 -1.9598135033363080E+00 a       330     0    11     1    30
 -4.4747430958894174E+00 a       331     0    12     1     1
 -2.3073415398411690E+01 a       332     0    12     1     2
  6.0033452207994795E+00 a       333     0    12     1     3
  1.8763187715337448E+01 a       334     0    12     1     4
  8.0216912967472229E+00 a       335     0    12     1     5
 -1.7099371324757030E+01 a       336     0    12     1     6
 -1.1787876887965949E+00 a       337     0    12     1     7
  9.6107487961133859E+00 a       338     0    12     1     8
  1.0596672844569370E+00 a       339     0    12     1     9
 -2.0146281950741476E+00 a       340     0    12     1    10
  2.5212152140972375E+00 a       341     0    12     1    11
 -8.2555093226188632E+00 a       342     0    12     1    12
 -1.0456345317562427E+01 a       343     0    12     1    13
 -1.0902862629999094E+01 a       344     0    12     1    14
 -4.0093757457139612E+00 a       345     0    12     1    15
  1.0761455010538274E+01 a       346     0    12     1    16
 -1.2070198569082344E+00 a       347     0    12     1    17
 -9.6078433450243583E-01 a       348     0    12     1    18
  6.3970377945982539E+00 a       349     0    12     1    19
  6.3325451950566203E+00 a       350     0    12     1    20
 -5.2785373868928982E+00 a       351     0    12     1    21
  5.3970589762520182E-01 a       352     0    12     1    22
 -2.2615070875555908E+01 a       353     0    12     1    23
 -1.2924485613475381E+01 a       354     0    12     1    24
 -8.3486359591935617E+00 a       355     0    12     1    25
  9.8866375367933603E+00 a       356     0    12     1    26
 -8.0731139780550478E+00 a       357     0    12     1    27
  1.0498211310927683E+01 a       358     0    12     1    28
  1.4607725292677422E+01 a       359     0    12     1    29
 -2.9910670251316787E+00 a       360     0    12     1    30
 -7.5003305539988852E-01 a       361     0    13     1     1
 -1.7137319928041295E-02 a       362     0    13     1     2
  1.6730282442799040E+00 a       363     0    13     1     3
  2.8280822875086309E+00 a       364     0    13     1     4
  2.8887687675437701E+00 a       365     0    13     1     5
 -1.2538436473279386E+00 a       366     0    13     1     6
 -1.9023758043071970E+00 a       367     0    13     1     7
 -5.8514718239900132E+00 a       368     0    13     1     8
 -2.1524302070463425E-01 a       369     0    13     1     9
 -2.3815135389861450E+00 a       370     0    13     1    10
  1.2782001890990109E+00 a       371     0    13     1    11
  1.1247386868827709E+00 a       372     0    13     1    12
 -2.7938857963010193E+00 a       373     0    13     1    13
 -2.2055767659521783E+00 a       374     0    13     1    14
 -1.6266371941032325E+00 a       375     0    13     1    15
  5.1444043909718606E-01 a       376     0    13     1    16
 -1.3757975789101340E+00 a       377     0    13     1    17
  2.3226121239464566E+00 a       378     0    13     1    18
  1.6055521702077760E+00 a       379     0    13     1    19
 -6.2991727226348149E-01 a       380     0    13     1    20
 -1.9457382661189713E+00 a       381     0    13     1    21
  2.2782263144294246E-01 a       382     0    13     1    22
 -5.8495873589995702E+00 a       383     0    13     1    23
 -2.3122814337723900E+00 a       384     0    13     1    24
 -3.3498344590986786E+00 a       385     0    13     1    25
  9.4918744859006698E-01 a       386     0    13     1    26
 -4.5479825511885918E-01 a       387     0    13     1    27
  8.5833869475305113E-01 a       388     0    13     1    28
  2.6540228027679023E+00 a       389     0    13     1    29
 -2.6968649187352117E-01 a       390     0    13     1    30
 -3.8990716041213170E-04 a       391     0    14     1     1
 -6.2386565305201598E-02 a       392     0    14     1     2
  3.8270146010610651E-01 a       393     0    14     1     3
  1.5912762296050762E+00 a       394     0    14     1     4
  1.1531479977817805E+00 a       395     0    14     1     5
  3.9334112358738837E-01 a       396     0    14     1     6
  4.1708203366249010E-02 a       397     0    14     1     7
 -8.2602810633601442E-01 a       398     0    14     1     8
 -7.8374471736370091E-02 a       399     0    14     1     9
 -3.7284912511575097E-01 a       400     0    14     1    10
  3.5456359202552801E-02 a       401     0    14     1    11
  3.0343174036635673E-01 a       402     0    14     1    12
  3.2796953250422278E-01 a       403     0    14     1    13
 -1.0608567873946487E-01 a       404     0    14     1    14
  2.5262863144623871E-01 a       405     0    14     1    15
  4.0358835632233236E-01 a       406     0    14     1    16
 -5.3616080442165948E-01 a       407     0    14     1    17
  4.1776203674911522E-01 a       408     0    14     1    18
  3.3123011827507137E-01 a       409     0    14     1    19
 -1.1998334772182655E-01 a       410     0    14     1    20
 -4.2027251279831236E-02 a       411     0    14     1    21
  4.3762373110393833E-03 a       412     0    14     1    22
 -9.2411112092869674E-01 a       413     0    14     1    23
 -6.7344992580852270E-01 a       414     0    14     1    24
 -6.7836234588927860E-02 a       415     0    14     1    25
  5.8288290104385621E-01 a       416     0    14     1    26
  2.0894652602842659E-01 a       417     0    14     1    27
 -6.5764416080057911E-02 a       418     0    14     1    28
  2.2681021606745250E-01 a       419     0    14     1    29
  4.3404359762931582E-02 a       420     0    14     1    30
  9.9652748849830584E+00 a       421     0    15     1     1
  8.1811366429815742E+00 a       422     0    15     1     2
  3.0954926483428260E+01 a       423     0    15     1     3
  7.3990377299071879E+00 a       424     0    15     1     4
 -1.2400157614477012E+01 a       425     0    15     1     5
  8.0473661008653128E+00 a       426     0    15     1     6
 -3.2983081666810953E+01 a       427     0    15     1     7
 -2.5778750316519552E+01 a       428     0    15     1     8
 -3.5839894208156240E+00 a       429     0    15     1     9
 -2.7441672268203156E+01 a       430     0    15     1    10
 -7.4482931710078351E+00 a       431     0    15     1    11
 -2.9704063864125313E+01 a       432     0    15     1    12
 -2.6270269646871856E+01 a       433     0    15     1    13
 -2.2352341292724105E+01 a       434     0    15     1    14
  1.3360576972603376E+01 a       435     0    15     1    15
 -2.4154477028148218E+01 a       436     0    15     1    16
  3.7438353148329689E+01 a       437     0    15     1    17
 -2.4274419129323466E+01 a       438     0    15     1    18
 -1.0435776204558995E+00 a       439     0    15     1    19
 -5.2330497664130133E+00 a       440     0    15     1    20
  2.7617319949180263E+01 a       441     0    15     1    21
  3.9244205172237892E+00 a       442     0    15     1    22
 -9.9266599629866779E+00 a       443     0    15     1    23
  1.7675468175110513E+01 a       444     0    15     1    24
  1.2396751998591728E+01 a       445     0    15     1    25
  3.4552436140617800E+01 a       446     0    15     1    26
  1.6775133133732623E-01 a       447     0    15     1    27
 -7.1782135100272022E+00 a       448     0    15     1    28
 -1.7157337614597598E-01 a       449     0    15     1    29
  7.7630944154180845E+00 a       450     0    15     1    30
  1.9499989161094682E+01 a       451     0    16     1     1
 -1.2709394992697177E+01 a       452     0    16     1     2
 -3.9194511491376844E+01 a       453     0    16     1     3
 -1.5688792934366818E+01 a       454     0    16     1     4
 -2.1217489855896169E+01 a       455     0    16     1     5
  4.3287913012051881E+01 a       456     0    16     1     6
  2.8634626563356025E-01 a       457     0    16     1     7
 -4.3110325994290392E+01 a       458     0    16     1     8
  2.4066184740795116E+01 a       459     0    16     1     9
  9.3548881827271941E+00 a       460     0    16     1    10
  1.3364895563166783E+00 a       461     0    16     1    11
 -6.9718904687388159E+00 a       462     0    16     1    12
  3.2301846000510643E+01 a       463     0    16     1    13
  1.2532535823839988E+01 a       464     0    16     1    14
 -5.2329168284676282E+00 a       465     0    16     1    15
 -1.0693686770571416E+01 a       466     0    16     1    16
 -2.3941249325702952E+01 a       467     0    16     1    17
  2.1437709850657040E+01 a       468     0    16     1    18
 -1.9214602525205748E+01 a       469     0    16     1    19
  1.2303957600028392E+01 a       470     0    16     1    20
  8.0891603554512699E+00 a       471     0    16     1    21
 -2.3341494575827664E+00 a       472     0    16     1    22
 -2.5827069039953606E+01 a       473     0    16     1    23
  2.7333928743340490E+01 a       474     0    16     1    24
 -7.3591082186681351E+00 a       475     0    16     1    25
  9.9910981356752977E+00 a       476     0    16     1    26
 -1.6754732889411265E+01 a       477     0    16     1    27
 -4.5054389285112883E+01 a       478     0    16     1    28
 -8.5405172262535967E+00 a       479     0    16     1    29
  1.1523740912283332E+01 a       480     0    16     1    30
  1.1894868076468072E+01 a       481     0    17     1     1
 -3.6237549689378845E+01 a       482     0    17     1     2
 -5.1126634082704978E+00 a       483     0    17     1     3
  2.7936233536897632E+01 a       484     0    17     1     4
  2.5451961299717080E+01 a       485     0    17     1     5
 -1.8986142948113534E+00 a       486     0    17     1     6
 -2.0438303670388334E+00 a       487     0    17     1     7
  2.1854677306160937E+01 a       488     0    17     1     8
  6.4374746380679415E+00 a       489     0    17     1     9
 -5.1013773063420462E+00 a       490     0    17     1    10
  2.4720472272391323E+00 a       491     0    17     1    11
 -1.8077161480400481E+01 a       492     0    17     1    12
  2.8983170221086421E+00 a       493     0    17     1    13
  1.7730340079147158E+01 a       494     0    17     1    14
 -2.2544638468267845E+01 a       495     0    17     1    15
  8.8318691010082819E+00 a       496     0    17     1    16
  4.9570252457735791E+00 a       497     0    17     1    17
  9.0115797526224988E+00 a       498     0    17     1    18
  6.6103175082554344E+00 a       499     0    17     1    19
  3.3105179874657345E+01 a       500     0    17     1    20
 -9.0618133769168576E+00 a       501     0    17     1    21
  1.4518092484587442E+01 a       502     0    17     1    22
  5.5827892297715689E+00 a       503     0    17     1    23
  1.1805814959066563E+00 a       504     0    17     1    24
  9.5508288197539937E+00 a       505     0    17     1    25
  5.8487090122840444E+00 a       506     0    17     1    26
  1.9267132194618457E+00 a       507     0    17     1    27
 -2.8105774058197721E+01 a       508     0    17     1    28
 -3.7028108582630033E+00 a       509     0    17     1    29
  4.8500021472940915E+00 a       510     0    17     1    30
 -3.7563829842186685E+01 a       511     0    18     1     1
 -1.2210952907348194E+01 a       512     0    18     1     2
 -1.9763316285161654E+01 a       513     0    18     1     3
  1.7708471939493716E+01 a       514     0    18     1     4
  9.4358431903158451E+00 a       515     0    18     1     5
  2.4247455662397986E+01 a       516     0    18     1     6
  2.7742214682069988E+00 a       517     0    18     1     7
 -3.2861431508223816E+01 a       518     0    18     1     8
 -4.3725173653897073E+01 a       519     0    18     1     9
 -3.5663188876395902E+00 a       520     0    18     1    10
  9.2191343891023028E+00 a       521     0    18     1    11
  1.2852371393916386E+01 a       522     0    18     1    12
  2.4158949197530923E+01 a       523     0    18     1    13
  2.2400585562179447E+01 a       524     0    18     1    14
  5.6121303519729622E+01 a       525     0    18     1    15
 -9.3331828675165855E+00 a       526     0    18     1    16
  3.0010961686699495E+01 a       527     0    18     1    17
 -3.5716144643853326E+01 a       528     0    18     1    18
  2.0383008935382446E+01 a       529     0    18     1    19
 -3.8358890911662307E+01 a       530     0    18     1    20
