################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.2915754359432199E+01 a       531     0    18     1    21
  2.5375089546454486E+01 a       532     0    18     1    22
  3.1901163425126665E+01 a       533     0    18     1    23
  2.6925472008332410E+01 a       534     0    18     1    24
  1.5088544621259452E+01 a       535     0    18     1    25
  3.0533205492347147E+01 a       536     0    18     1    26
  1.6452372707511049E+01 a       537     0    18     1    27
  1.0271729626801326E+01 a       538     0    18     1    28
 -9.6569052021303179E+00 a       539     0    18     1    29
  3.3929404471472004E+01 a       540     0    18     1    30
  3.3496498984780616E+00 a       541     0    19     1     1
  5.1357584819190354E+00 a       542     0    19     1     2
 -8.3199074994533433E+00 a       543     0    19     1     3
  2.4882135731628466E+01 a       544     0    19     1     4
 -1.9039693565112700E+01 a       545     0    19     1     5
  4.1672877662694825E+00 a       546     0    19     1     6
 -2.9330326785956608E+01 a       547     0    19     1     7
 -1.9078369663916224E+01 a       548     0    19     1     8
  1.2869431624743031E+00 a       549     0    19     1     9
 -9.0988248091624939E+00 a       550     0    19     1    10
  4.2329789903938817E+00 a       551     0    19     1    11
 -2.0729270056797979E+00 a       552     0    19     1    12
  1.2711652724308204E+01 a       553     0    19     1    13
  1.6970756893138869E+01 a       554     0    19     1    14
  1.6564932286574958E+01 a       555     0    19     1    15
  6.8392094657066957E+00 a       556     0    19     1    16
 -6.5239178557045134E+00 a       557     0    19     1    17
  9.7129431060641636E-01 a       558     0    19     1    18
 -9.7348220331075890E+00 a       559     0    19     1    19
 -1.2059444784552102E+01 a       560     0    19     1    20
  1.0178573220028051E+01 a       561     0    19     1    21
 -1.8103986430543482E+00 a       562     0    19     1    22
  8.4625236829127157E+00 a       563     0    19     1    23
  3.0075488882370458E+01 a       564     0    19     1    24
  1.1197212037510806E+01 a       565     0    19     1    25
 -8.6856101024511823E+00 a       566     0    19     1    26
  1.7575694689749368E+00 a       567     0    19     1    27
  4.5854016456251587E+00 a       568     0    19     1    28
 -3.8900725014326736E+00 a       569     0    19     1    29
  4.8055715690983334E+00 a       570     0    19     1    30
 -6.0688756352656377E+00 a       571     0    20     1     1
  3.4667914832992057E+00 a       572     0    20     1     2
  7.7794429136157159E+00 a       573     0    20     1     3
 -1.4585057432754155E+01 a       574     0    20     1     4
  2.5214170133043694E+01 a       575     0    20     1     5
 -1.0114712223684224E+01 a       576     0    20     1     6
 -2.0582171368421520E+01 a       577     0    20     1     7
  3.3710854853758391E+01 a       578     0    20     1     8
  2.6022707240755782E+01 a       579     0    20     1     9
 -5.6826822867196372E+00 a       580     0    20     1    10
 -1.1757312919076057E+01 a       581     0    20     1    11
  1.5314481354539385E+01 a       582     0    20     1    12
 -1.1800997887269112E+01 a       583     0    20     1    13
 -3.3898881559882450E+00 a       584     0    20     1    14
  4.0462953979289322E+00 a       585     0    20     1    15
 -2.2616882626528967E+00 a       586     0    20     1    16
 -3.1767649361964305E+00 a       587     0    20     1    17
  5.0778883935606327E+00 a       588     0    20     1    18
 -1.6305906840847584E+01 a       589     0    20     1    19
 -8.0406755716956297E+01 a       590     0    20     1    20
 -1.0763307364270597E+01 a       591     0    20     1    21
 -1.8713803968918047E+01 a       592     0    20     1    22
  1.0418081485572422E+01 a       593     0    20     1    23
 -2.6138806759642144E+01 a       594     0    20     1    24
 -4.0590935864914101E+01 a       595     0    20     1    25
 -1.0704301776380435E+01 a       596     0    20     1    26
  6.2134237106457189E+00 a       597     0    20     1    27
 -1.4690556497794091E+01 a       598     0    20     1    28
  1.2128160822741304E+01 a       599     0    20     1    29
 -2.6211703608127689E+01 a       600     0    20     1    30
 -1.4363956076957320E+01 a       601     0    21     1     1
  1.3645362153773929E+01 a       602     0    21     1     2
 -1.7098053799026243E+01 a       603     0    21     1     3
 -2.6062233575303690E+01 a       604     0    21     1     4
  1.5566627365485331E+01 a       605     0    21     1     5
 -1.0564486071797297E+01 a       606     0    21     1     6
  3.3262946341518514E+01 a       607     0    21     1     7
  1.3859720515773873E+01 a       608     0    21     1     8
 -4.0950889015124377E+00 a       609     0    21     1     9
  2.3100667585483034E+01 a       610     0    21     1    10
  1.1732606457476544E+01 a       611     0    21     1    11
  4.1869035438415146E+01 a       612     0    21     1    12
 -2.7913012941081115E+00 a       613     0    21     1    13
  4.3443881098488042E+00 a       614     0    21     1    14
 -2.2652061824837631E+01 a       615     0    21     1    15
  1.7576169818844608E+01 a       616     0    21     1    16
  9.8463839992555091E-01 a       617     0    21     1    17
  7.7576443333667280E+00 a       618     0    21     1    18
  4.9498879253524208E+00 a       619     0    21     1    19
  4.5342538014803520E+00 a       620     0    21     1    20
 -6.5044896382088799E+00 a       621     0    21     1    21
 -4.9284687445919131E+00 a       622     0    21     1    22
  1.6143699553615420E+01 a       623     0    21     1    23
 -2.9058758398358346E+01 a       624     0    21     1    24
 -8.1517167058962325E+00 a       625     0    21     1    25
 -3.9983663342158195E+01 a       626     0    21     1    26
 -2.2686420211681586E+00 a       627     0    21     1    27
  2.5095331430365452E+01 a       628     0    21     1    28
 -2.6738534996004844E+00 a       629     0    21     1    29
 -1.1250982425127894E+01 a       630     0    21     1    30
  4.8850143250838984E+00 a       631     0    22     1     1
 -1.0445475249921316E+01 a       632     0    22     1     2
 -8.0345511909957634E-01 a       633     0    22     1     3
 -7.4255814906366711E+00 a       634     0    22     1     4
  1.7720620409825045E+01 a       635     0    22     1     5
 -2.4659999945807517E+01 a       636     0    22     1     6
  2.4735990506608662E+01 a       637     0    22     1     7
  2.3003269313538105E+01 a       638     0    22     1     8
 -8.2404802672287367E+00 a       639     0    22     1     9
  8.0278713650821256E+00 a       640     0    22     1    10
  2.4334882066695780E+00 a       641     0    22     1    11
  1.2967237708496903E+01 a       642     0    22     1    12
  4.5423054828259577E+00 a       643     0    22     1    13
 -5.7878822902104750E+00 a       644     0    22     1    14
 -3.3802087688664137E+01 a       645     0    22     1    15
  1.1008773922487528E+01 a       646     0    22     1    16
 -3.2361189709448460E+01 a       647     0    22     1    17
  1.9663320239237642E+01 a       648     0    22     1    18
 -3.6047740945402280E+00 a       649     0    22     1    19
  1.7940619469664004E+01 a       650     0    22     1    20
 -1.8323285501965795E+01 a       651     0    22     1    21
  1.1451994122883415E+01 a       652     0    22     1    22
 -1.8398953874590696E+01 a       653     0    22     1    23
 -1.2523727178596252E+01 a       654     0    22     1    24
 -9.6819722560638155E+00 a       655     0    22     1    25
 -3.3704142175201753E+01 a       656     0    22     1    26
  1.1675026189337990E+01 a       657     0    22     1    27
  1.4175353362510243E+00 a       658     0    22     1    28
  6.5444642303062226E+00 a       659     0    22     1    29
 -2.9251399364878775E+01 a       660     0    22     1    30
 -2.6632799699786624E+01 a       661     0    23     1     1
  3.2119371342395283E+01 a       662     0    23     1     2
  4.5431221322396160E+00 a       663     0    23     1     3
 -5.0759293665800271E+01 a       664     0    23     1     4
 -1.7772441771104177E+01 a       665     0    23     1     5
  2.1337368007802540E+00 a       666     0    23     1     6
  3.0811622717912975E+01 a       667     0    23     1     7
 -1.1916275597819427E+01 a       668     0    23     1     8
 -1.3134315553775259E+01 a       669     0    23     1     9
  1.0699400575056348E+01 a       670     0    23     1    10
  3.0525095005873730E+00 a       671     0    23     1    11
  3.3800833771852105E+01 a       672     0    23     1    12
  4.6426375379721341E+00 a       673     0    23     1    13
 -8.1494894059965279E+00 a       674     0    23     1    14
  2.0119202920654736E+01 a       675     0    23     1    15
 -9.2153740667944959E+00 a       676     0    23     1    16
 -1.9616465137187713E+01 a       677     0    23     1    17
 -3.2485317413368970E+00 a       678     0    23     1    18
 -2.5788979189541337E+00 a       679     0    23     1    19
 -3.5642420595468202E+01 a       680     0    23     1    20
  3.1014688626141176E+00 a       681     0    23     1    21
 -3.3742472839358989E+01 a       682     0    23     1    22
 -2.0827104274984469E+00 a       683     0    23     1    23
 -1.7238557713056306E+01 a       684     0    23     1    24
 -1.3254667839348826E+01 a       685     0    23     1    25
 -8.0012742717687022E+00 a       686     0    23     1    26
 -1.4842754502930255E+01 a       687     0    23     1    27
  1.6449767982999138E+01 a       688     0    23     1    28
 -8.7927971601359323E-01 a       689     0    23     1    29
 -1.1569639990121908E+01 a       690     0    23     1    30
  3.2392895843361551E+01 a       691     0    24     1     1
 -1.9362875973191311E+01 a       692     0    24     1     2
  2.8747507247194555E+01 a       693     0    24     1     3
  3.4825132645880091E-01 a       694     0    24     1     4
  5.9732766981984460E+00 a       695     0    24     1     5
 -2.1985647115935965E+01 a       696     0    24     1     6
 -4.7144540182934591E+00 a       697     0    24     1     7
  2.8868973777982728E+01 a       698     0    24     1     8
  6.5854583697015585E+01 a       699     0    24     1     9
  1.1486259530812402E+01 a       700     0    24     1    10
  4.5628167211781312E+00 a       701     0    24     1    11
 -4.9403710774855005E+00 a       702     0    24     1    12
 -1.6390118007800528E+01 a       703     0    24     1    13
 -3.0027965870817177E+01 a       704     0    24     1    14
 -3.0759825885700725E+01 a       705     0    24     1    15
  4.4626146911450251E+00 a       706     0    24     1    16
 -2.4242806706155777E+00 a       707     0    24     1    17
  1.9203209763827276E+00 a       708     0    24     1    18
  6.2498562325444205E+00 a       709     0    24     1    19
  2.8361092665187201E+01 a       710     0    24     1    20
 -2.3623895599695732E+00 a       711     0    24     1    21
 -5.9547963623144419E+01 a       712     0    24     1    22
  2.2720481052870385E+00 a       713     0    24     1    23
 -4.0676476875308936E+00 a       714     0    24     1    24
  1.1046735831342177E+01 a       715     0    24     1    25
 -1.8529954317806286E+01 a       716     0    24     1    26
 -2.3695546361099503E+01 a       717     0    24     1    27
  2.8468090349542170E+01 a       718     0    24     1    28
  1.3397529378214172E+00 a       719     0    24     1    29
 -6.7737058577026872E+01 a       720     0    24     1    30
 -1.1184920247221694E+01 a       721     0    25     1     1
  3.1875116606128961E-01 a       722     0    25     1     2
  1.3512750359874875E+01 a       723     0    25     1     3
 -3.2006278327044676E+01 a       724     0    25     1     4
  3.6732192968501977E+01 a       725     0    25     1     5
 -3.5981290389225933E+00 a       726     0    25     1     6
  5.8115212631742217E+01 a       727     0    25     1     7
  9.6780761795908994E+00 a       728     0    25     1     8
 -5.9456262429835594E-01 a       729     0    25     1     9
  1.0100171944498486E+01 a       730     0    25     1    10
 -5.3706441635815381E+00 a       731     0    25     1    11
  1.0818839672980083E+01 a       732     0    25     1    12
 -2.2138519614599890E+01 a       733     0    25     1    13
 -2.1097292933966642E+01 a       734     0    25     1    14
 -4.2369122756007044E+01 a       735     0    25     1    15
 -7.6594124980380540E+00 a       736     0    25     1    16
  1.8329223113822231E+01 a       737     0    25     1    17
 -1.1287666705404520E+01 a       738     0    25     1    18
  2.0249954464826153E+01 a       739     0    25     1    19
  2.3950372743261418E+01 a       740     0    25     1    20
 -1.6227479966722449E+01 a       741     0    25     1    21
  5.5068755718060718E+00 a       742     0    25     1    22
 -1.8938086534564743E+01 a       743     0    25     1    23
 -4.8149793568817586E+01 a       744     0    25     1    24
 -1.3331751844744030E+01 a       745     0    25     1    25
  2.1201497858045464E+01 a       746     0    25     1    26
 -6.0560585634318818E+00 a       747     0    25     1    27
 -1.3107657333458553E+00 a       748     0    25     1    28
  4.5198765236287093E+00 a       749     0    25     1    29
 -9.9920733857342210E+00 a       750     0    25     1    30
  2.4196867483048397E+01 a       751     0    26     1     1
 -6.4220020756513927E+00 a       752     0    26     1     2
  8.3446039581927423E+00 a       753     0    26     1     3
  1.5005192661262329E+01 a       754     0    26     1     4
 -1.3587200096207365E+01 a       755     0    26     1     5
  2.6585637957261055E+00 a       756     0    26     1     6
  4.6749256969175804E+01 a       757     0    26     1     7
 -2.9488897656122969E+01 a       758     0    26     1     8
 -5.4500878834354772E+01 a       759     0    26     1     9
 -2.1694457473184281E+00 a       760     0    26     1    10
  9.1247380827527600E+00 a       761     0    26     1    11
 -1.7666330864081278E+01 a       762     0    26     1    12
 -9.5348616149040333E-01 a       763     0    26     1    13
 -8.9566719424645473E+00 a       764     0    26     1    14
 -3.0784938911649697E+01 a       765     0    26     1    15
  9.2241669563412232E-01 a       766     0    26     1    16
 -7.3339675610714261E+00 a       767     0    26     1    17
  1.1266516304260591E+01 a       768     0    26     1    18
  1.5761370044388237E+01 a       769     0    26     1    19
  8.5577660289394714E+01 a       770     0    26     1    20
  4.1605026017519418E+00 a       771     0    26     1    21
  3.8252394266998891E+01 a       772     0    26     1    22
 -1.5856111248213724E+01 a       773     0    26     1    23
  5.2646362008341384E+01 a       774     0    26     1    24
  6.7876607602010779E+01 a       775     0    26     1    25
 -4.9626999394432163E+00 a       776     0    26     1    26
 -1.6277913036431581E+01 a       777     0    26     1    27
  2.9858276589484877E+01 a       778     0    26     1    28
 -2.6853711426163036E+00 a       779     0    26     1    29
  5.1292401859746832E+01 a       780     0    26     1    30
 -7.0879852374936494E+00 a       781     0    27     1     1
  6.1711273558274193E+00 a       782     0    27     1     2
 -1.3373842399129440E+01 a       783     0    27     1     3
  7.7199938737522595E+00 a       784     0    27     1     4
 -8.2118489221837692E+00 a       785     0    27     1     5
 -1.2152306878047051E+01 a       786     0    27     1     6
 -3.1949542162788185E+00 a       787     0    27     1     7
  3.1826939034456739E+01 a       788     0    27     1     8
  2.8927508825293504E+01 a       789     0    27     1     9
  1.0859432098673750E+01 a       790     0    27     1    10
 -1.7314409770449148E+00 a       791     0    27     1    11
  1.4539337427019735E+01 a       792     0    27     1    12
  2.7455847218691854E+01 a       793     0    27     1    13
  2.6031051111586041E+01 a       794     0    27     1    14
  9.6176910558044710E+00 a       795     0    27     1    15
  2.1140458603287357E+01 a       796     0    27     1    16
 -1.7845363360952103E+01 a       797     0    27     1    17
  1.4573227020359203E+01 a       798     0    27     1    18
  4.7302584137485129E+00 a       799     0    27     1    19
 -3.3415758881272373E+00 a       800     0    27     1    20
 -1.5619664827193477E+01 a       801     0    27     1    21
 -1.9405745641780307E+01 a       802     0    27     1    22
  1.4162699552709752E+01 a       803     0    27     1    23
 -2.3126853166199783E+00 a       804     0    27     1    24
  7.9959938463737190E-01 a       805     0    27     1    25
 -6.8129502976696044E+00 a       806     0    27     1    26
 -5.8387952832843375E+00 a       807     0    27     1    27
  1.1199175504129913E+01 a       808     0    27     1    28
 -1.8520277141348216E+00 a       809     0    27     1    29
  3.7844175098149497E+00 a       810     0    27     1    30
 -2.3488560702776581E+01 a       811     0    28     1     1
  2.2674460845315060E+01 a       812     0    28     1     2
  2.3407117552572217E+01 a       813     0    28     1     3
  2.8344507086040299E+01 a       814     0    28     1     4
  1.0508765727194918E+01 a       815     0    28     1     5
 -4.3820268642277405E+01 a       816     0    28     1     6
 -7.3912145765157318E+00 a       817     0    28     1     7
  3.9299090693235904E+01 a       818     0    28     1     8
 -5.5978272839049119E+01 a       819     0    28     1     9
 -3.2300462545555433E+01 a       820     0    28     1    10
 -1.3353366929794287E+01 a       821     0    28     1    11
 -1.4007811683445640E+01 a       822     0    28     1    12
 -1.5385759317009757E+01 a       823     0    28     1    13
  9.2932545446501464E+00 a       824     0    28     1    14
  3.1264210334694088E+01 a       825     0    28     1    15
  1.7783430031420114E+01 a       826     0    28     1    16
 -1.6333422192928310E+01 a       827     0    28     1    17
 -7.3407457336616950E+00 a       828     0    28     1    18
  7.9819772442274797E+00 a       829     0    28     1    19
 -3.1923755792170297E+01 a       830     0    28     1    20
 -1.3312372734450538E+01 a       831     0    28     1    21
  1.4655179392154771E+01 a       832     0    28     1    22
 -4.3486508598277263E-01 a       833     0    28     1    23
 -4.1604709346878302E+01 a       834     0    28     1    24
 -2.0795753141521907E+01 a       835     0    28     1    25
 -7.4199996824304773E+00 a       836     0    28     1    26
  2.1971988813417060E+01 a       837     0    28     1    27
 -4.3094582117923768E+00 a       838     0    28     1    28
  1.7422760453249186E+01 a       839     0    28     1    29
  3.3758924433607298E+01 a       840     0    28     1    30
  2.3406795694300900E+01 a       841     0    29     1     1
  1.6325297613694548E+01 a       842     0    29     1     2
  2.6746812710376111E+00 a       843     0    29     1     3
  1.6931505597157599E+01 a       844     0    29     1     4
 -4.2426994483037753E+01 a       845     0    29     1     5
  3.1659479532895261E+00 a       846     0    29     1     6
 -5.3048192628949600E+01 a       847     0    29     1     7
 -2.2807795916691653E+01 a       848     0    29     1     8
  7.8868631677252887E+00 a       849     0    29     1     9
 -1.9189324218802482E+00 a       850     0    29     1    10
 -1.2345936177682862E+01 a       851     0    29     1    11
 -1.2954427872120940E+01 a       852     0    29     1    12
 -6.8564265350753866E+00 a       853     0    29     1    13
 -1.7366736047009937E+01 a       854     0    29     1    14
  3.3128834168495807E+01 a       855     0    29     1    15
 -1.1445278965053332E+00 a       856     0    29     1    16
 -9.7096383994069946E+00 a       857     0    29     1    17
 -8.4780049229594603E+00 a       858     0    29     1    18
 -9.9572249368568926E+00 a       859     0    29     1    19
 -1.8082681408063731E+01 a       860     0    29     1    20
  8.5641012093117759E+00 a       861     0    29     1    21
  3.3104818666373205E+01 a       862     0    29     1    22
 -5.8878197508838097E+00 a       863     0    29     1    23
  3.4091729834699073E+01 a       864     0    29     1    24
 -3.2800764613529615E-01 a       865     0    29     1    25
 -1.0437969799882236E+01 a       866     0    29     1    26
  3.2400147268122446E+01 a       867     0    29     1    27
  2.6616448228646398E+01 a       868     0    29     1    28
 -1.7786459123788083E+00 a       869     0    29     1    29
  9.3319012933287393E+00 a       870     0    29     1    30
  7.8935449792729422E+00 a       871     0    30     1     1
  1.9058902175351360E+01 a       872     0    30     1     2
  2.7997015298284797E+01 a       873     0    30     1     3
 -2.4012392112405546E+01 a       874     0    30     1     4
 -1.9139679611496568E+01 a       875     0    30     1     5
 -2.5735943405133423E+01 a       876     0    30     1     6
 -1.6548462738563657E+01 a       877     0    30     1     7
  3.9222682701287447E+01 a       878     0    30     1     8
 -1.8881597256459376E+01 a       879     0    30     1     9
 -1.7357313455592283E+00 a       880     0    30     1    10
 -1.7987208039181390E+01 a       881     0    30     1    11
 -1.5515148350710326E+01 a       882     0    30     1    12
 -3.9853235150154781E+01 a       883     0    30     1    13
 -1.6695425049049689E+01 a       884     0    30     1    14
 -2.4619526751452440E+01 a       885     0    30     1    15
  2.0435098786850030E+01 a       886     0    30     1    16
 -6.9288725947775474E+00 a       887     0    30     1    17
  2.1940783315160672E+01 a       888     0    30     1    18
 -9.4953523196301504E+00 a       889     0    30     1    19
  1.6112645422151743E+01 a       890     0    30     1    20
 -6.5571297028719968E+00 a       891     0    30     1    21
  3.1154062958126865E+01 a       892     0    30     1    22
 -1.3793621156676915E+01 a       893     0    30     1    23
 -6.7208744289122748E+01 a       894     0    30     1    24
 -3.7356702083630395E+01 a       895     0    30     1    25
 -9.0371465216863882E+00 a       896     0    30     1    26
 -9.4156001083748803E-02 a       897     0    30     1    27
 -8.2069448328097767E+00 a       898     0    30     1    28
  4.2119375694943839E+00 a       899     0    30     1    29
  3.9699715568165544E+01 a       900     0    30     1    30
  1.5450284099415038E+01 a       901     0    31     1     1
 -8.3036909123375402E+00 a       902     0    31     1     2
  5.3496265459214483E+00 a       903     0    31     1     3
 -6.0089496171038119E+00 a       904     0    31     1     4
 -9.0532916135444985E+00 a       905     0    31     1     5
 -5.1670535685001546E+00 a       906     0    31     1     6
 -2.1760260462373111E+01 a       907     0    31     1     7
  2.9893696952158368E+01 a       908     0    31     1     8
 -5.2813042938849497E+00 a       909     0    31     1     9
  6.4572465200728191E+00 a       910     0    31     1    10
 -6.9774950960943283E+00 a       911     0    31     1    11
 -1.9122066384068550E+01 a       912     0    31     1    12
 -2.7873703846383231E+00 a       913     0    31     1    13
 -1.5513752309183687E+01 a       914     0    31     1    14
  2.3167110586211496E+01 a       915     0    31     1    15
 -2.0085981763849411E+01 a       916     0    31     1    16
 -2.6192124505938068E+00 a       917     0    31     1    17
  2.0161525699508871E+01 a       918     0    31     1    18
 -8.4848908982971274E+00 a       919     0    31     1    19
 -1.4735748813313727E+00 a       920     0    31     1    20
  3.1159928195157067E+00 a       921     0    31     1    21
 -8.2754694834819986E+00 a       922     0    31     1    22
  1.3041811618413877E+01 a       923     0    31     1    23
 -7.0354603374686988E+00 a       924     0    31     1    24
 -1.7507133081473459E+01 a       925     0    31     1    25
 -2.0321608693028971E+01 a       926     0    31     1    26
  8.3422001490827000E+00 a       927     0    31     1    27
 -8.1836096922760184E+00 a       928     0    31     1    28
  6.8527955057251344E-01 a       929     0    31     1    29
  4.5145025581863427E+00 a       930     0    31     1    30
 -2.8880969005090570E+01 a       931     0    32     1     1
  1.7188112031664406E+01 a       932     0    32     1     2
 -3.5036128241625377E+01 a       933     0    32     1     3
  3.2012803136090726E+00 a       934     0    32     1     4
 -4.9806281318646484E+01 a       935     0    32     1     5
  4.9835493953185317E+00 a       936     0    32     1     6
 -3.4383273265869619E+01 a       937     0    32     1     7
 -1.9603004617774371E+01 a       938     0    32     1     8
  3.9462202625867540E+01 a       939     0    32     1     9
  1.9268742687191221E+01 a       940     0    32     1    10
  3.6462521703455910E+00 a       941     0    32     1    11
 -6.5885810470505328E+00 a       942     0    32     1    12
  1.4564000165574425E+01 a       943     0    32     1    13
  2.0789455643388919E+01 a       944     0    32     1    14
  2.4848679298388685E+01 a       945     0    32     1    15
  7.2698463592658928E+00 a       946     0    32     1    16
  1.6688797511094958E+01 a       947     0    32     1    17
 -1.9851521637799308E+01 a       948     0    32     1    18
  2.7469173273792107E+00 a       949     0    32     1    19
  2.6848157375953505E+01 a       950     0    32     1    20
  1.4592257428449049E+01 a       951     0    32     1    21
 -2.4291307361895740E+01 a       952     0    32     1    22
  2.5739206310241558E+00 a       953     0    32     1    23
 -3.6065390888352482E+01 a       954     0    32     1    24
 -1.9029419039038704E+01 a       955     0    32     1    25
  2.9118221226061252E+01 a       956     0    32     1    26
  1.7794020250498274E+01 a       957     0    32     1    27
 -2.3193056155376244E+01 a       958     0    32     1    28
 -1.6102735649975749E+01 a       959     0    32     1    29
 -3.2512909173237375E+01 a       960     0    32     1    30
  1.7122296036406681E+01 a       961     0    33     1     1
 -3.3536804855163133E+01 a       962     0    33     1     2
  1.2439484273149061E+01 a       963     0    33     1     3
 -7.1344685473585185E+00 a       964     0    33     1     4
 -6.3360334965065519E+00 a       965     0    33     1     5
  1.2389871935942598E+01 a       966     0    33     1     6
  1.5332830920570094E+01 a       967     0    33     1     7
 -2.0751089128651184E+01 a       968     0    33     1     8
 -2.9428747720781733E+01 a       969     0    33     1     9
  8.0440588763554874E+00 a       970     0    33     1    10
 -2.2670590524197971E+00 a       971     0    33     1    11
 -2.9242338826634683E+01 a       972     0    33     1    12
  2.2354201338456402E+01 a       973     0    33     1    13
 -3.1817933019054383E+01 a       974     0    33     1    14
  5.9589660150534629E-01 a       975     0    33     1    15
 -2.9186096876028952E+01 a       976     0    33     1    16
  8.9975521468557549E+00 a       977     0    33     1    17
 -2.1591278554767759E+00 a       978     0    33     1    18
 -9.4306454525761882E+00 a       979     0    33     1    19
  2.5088307285326266E+01 a       980     0    33     1    20
 -6.1291661964578719E+00 a       981     0    33     1    21
  5.0996602815590933E+01 a       982     0    33     1    22
 -9.4245779706754398E+00 a       983     0    33     1    23
  4.1412968803676819E+01 a       984     0    33     1    24
  2.1445468078190839E+01 a       985     0    33     1    25
  4.3977205826371737E+01 a       986     0    33     1    26
  1.0948536964035842E+01 a       987     0    33     1    27
 -1.3279472949674114E+01 a       988     0    33     1    28
 -1.3629570792282273E+00 a       989     0    33     1    29
  8.1752942955343464E+00 a       990     0    33     1    30
  1.4174210106000164E+01 a       991     0    34     1     1
 -5.1590665623041367E+00 a       992     0    34     1     2
  4.1944262964433809E+00 a       993     0    34     1     3
  2.6724982634618041E+01 a       994     0    34     1     4
  8.3797251409556370E+00 a       995     0    34     1     5
  2.4280219776565971E+01 a       996     0    34     1     6
 -1.7985331134084518E+01 a       997     0    34     1     7
 -4.6281382644647898E+01 a       998     0    34     1     8
  4.5645218210183529E+01 a       999     0    34     1     9
 -5.3391735462745862E+00 a      1000     0    34     1    10
  1.1628618221207609E+00 a      1001     0    34     1    11
 -3.2692656371587297E+01 a      1002     0    34     1    12
 -1.7005532415439834E+01 a      1003     0    34     1    13
 -2.0368933985855691E+01 a      1004     0    34     1    14
  2.7979457139529604E+01 a      1005     0    34     1    15
 -2.8008843387416142E+01 a      1006     0    34     1    16
  3.1514825130340039E+01 a      1007     0    34     1    17
 -3.4514672531225067E+01 a      1008     0    34     1    18
  3.1983507649046992E+00 a      1009     0    34     1    19
 -2.3030173205427140E+01 a      1010     0    34     1    20
  1.3592072251211114E+01 a      1011     0    34     1    21
 -5.7612136566861409E+01 a      1012     0    34     1    22
  2.8170225137173890E+01 a      1013     0    34     1    23
  4.3666449523638889E+01 a      1014     0    34     1    24
  2.9391672652933117E+01 a      1015     0    34     1    25
  1.6977872168502916E+01 a      1016     0    34     1    26
 -2.6583820757322975E+01 a      1017     0    34     1    27
  1.3148016420509379E+00 a      1018     0    34     1    28
 -2.9854410568221224E+00 a      1019     0    34     1    29
 -3.9151804699239037E+01 a      1020     0    34     1    30
 -1.1815816898475434E+01 a      1021     0    35     1     1
 -2.8454908726261319E+01 a      1022     0    35     1     2
 -1.2671092871449314E+01 a      1023     0    35     1     3
  2.3157786245388973E+01 a      1024     0    35     1     4
  6.6971058154255019E+01 a      1025     0    35     1     5
 -3.2315211412934097E+00 a      1026     0    35     1     6
  3.6490316117997146E+01 a      1027     0    35     1     7
  1.9328895951114596E+01 a      1028     0    35     1     8
 -8.5211525760667184E-01 a      1029     0    35     1     9
 -8.2610377942714996E-01 a      1030     0    35     1    10
  7.8125907029268680E+00 a      1031     0    35     1    11
 -1.7770478180546462E+01 a      1032     0    35     1    12
 -2.5847761033405670E+00 a      1033     0    35     1    13
  1.4169431015182921E+01 a      1034     0    35     1    14
 -5.3480460434748217E+01 a      1035     0    35     1    15
  5.5658326035299490E+00 a      1036     0    35     1    16
  3.8687198480342943E+01 a      1037     0    35     1    17
 -1.6036238944752248E+00 a      1038     0    35     1    18
  5.9758751090412146E+00 a      1039     0    35     1    19
  3.4819373629894720E+01 a      1040     0    35     1    20
 -1.1238359607818570E+01 a      1041     0    35     1    21
 -2.2161194755750795E+01 a      1042     0    35     1    22
 -1.8811871848089392E+00 a      1043     0    35     1    23
 -2.6464914240238997E+01 a      1044     0    35     1    24
  7.5830359914604459E+00 a      1045     0    35     1    25
  2.4978830159324357E+01 a      1046     0    35     1    26
 -3.1732729638998649E+01 a      1047     0    35     1    27
 -3.6646680733450069E+01 a      1048     0    35     1    28
  1.5855970444337320E+01 a      1049     0    35     1    29
 -3.4665891462577516E+00 a      1050     0    35     1    30
 -1.9725403317400065E+01 a      1051     0    36     1     1
  2.0259024825200253E+01 a      1052     0    36     1     2
 -3.6674567414178668E+01 a      1053     0    36     1     3
 -9.3323291176553731E+00 a      1054     0    36     1     4
 -1.8546215823290588E+01 a      1055     0    36     1     5
  4.2159788394568487E+01 a      1056     0    36     1     6
  1.5547233721644483E+01 a      1057     0    36     1     7
 -4.0140762033941620E+01 a      1058     0    36     1     8
  2.7778975392032113E+00 a      1059     0    36     1     9
  9.1846165659182333E+00 a      1060     0    36     1    10
  4.9840702852591239E+00 a      1061     0    36     1    11
  2.1877733616182876E+01 a      1062     0    36     1    12
  2.4080678209684987E+01 a      1063     0    36     1    13
  2.9012273982468926E+01 a      1064     0    36     1    14
 -1.3964974085683236E+01 a      1065     0    36     1    15
 -2.6052712345343476E+01 a      1066     0    36     1    16
