################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -2.2776130763558740E+01 a       507     0    17     1    27
  2.1937768912801062E+01 a       508     0    17     1    28
 -2.2053742296495980E+00 a       509     0    17     1    29
  2.5805490482721570E+01 a       510     0    17     1    30
  1.3319637942485240E+01 a       511     0    18     1     1
  2.8319014403909071E-01 a       512     0    18     1     2
  2.0501191822453055E+01 a       513     0    18     1     3
  3.3014834081360704E+01 a       514     0    18     1     4
  1.3959252045558211E+01 a       515     0    18     1     5
  2.6831907389857594E+00 a       516     0    18     1     6
  2.8276116098462062E+01 a       517     0    18     1     7
 -2.0342296657897236E+01 a       518     0    18     1     8
  4.3224979764772357E+01 a       519     0    18     1     9
  3.4843343862350769E+00 a       520     0    18     1    10
  4.8743875285997467E+00 a       521     0    18     1    11
 -6.0441781961258609E+00 a       522     0    18     1    12
  2.5965416610601313E+01 a       523     0    18     1    13
 -3.7845079449086484E+01 a       524     0    18     1    14
 -2.9436169084762117E+01 a       525     0    18     1    15
  2.0504857199873605E+01 a       526     0    18     1    16
 -2.5800741057020922E+01 a       527     0    18     1    17
  5.0563724063897396E+01 a       528     0    18     1    18
 -3.1916077280324995E+00 a       529     0    18     1    19
 -1.5734882176038331E+01 a       530     0    18     1    20
 -6.0107410010729813E-02 a       531     0    18     1    21
  2.6714392095610453E+01 a       532     0    18     1    22
  9.7855308268121348E+00 a       533     0    18     1    23
  6.0450027220229593E+01 a       534     0    18     1    24
 -4.1375456691092822E+01 a       535     0    18     1    25
  1.4515291189159655E+01 a       536     0    18     1    26
  5.5528114244013793E+01 a       537     0    18     1    27
  2.4040302510498545E+01 a       538     0    18     1    28
 -4.7097860530229196E+00 a       539     0    18     1    29
  3.7229397392930942E+01 a       540     0    18     1    30
  1.4642455394587532E+01 a       541     0    19     1     1
  4.1771355911655661E-01 a       542     0    19     1     2
  1.4835356520859553E+00 a       543     0    19     1     3
  1.8855750577285939E+01 a       544     0    19     1     4
 -9.9050324593970906E-01 a       545     0    19     1     5
  2.2550724076909468E+01 a       546     0    19     1     6
  1.0173811405311412E+01 a       547     0    19     1     7
 -1.7752237880435928E+00 a       548     0    19     1     8
 -2.5480233484786027E+01 a       549     0    19     1     9
  9.4272821367186699E-01 a       550     0    19     1    10
  6.1166202795131825E+00 a       551     0    19     1    11
  1.9344825926746709E+00 a       552     0    19     1    12
 -1.7574346272374353E+01 a       553     0    19     1    13
 -5.0595823811898278E+01 a       554     0    19     1    14
 -1.4469089851619376E+01 a       555     0    19     1    15
 -1.9240146865110322E+01 a       556     0    19     1    16
 -1.1410078948338311E+01 a       557     0    19     1    17
 -6.9913870974435914E+00 a       558     0    19     1    18
  1.7894238787786219E+00 a       559     0    19     1    19
 -1.1481816668790467E+01 a       560     0    19     1    20
  3.0683110362304969E+01 a       561     0    19     1    21
  2.5015754321800589E+01 a       562     0    19     1    22
 -1.0259451674157110E+00 a       563     0    19     1    23
  1.9028872497990424E+01 a       564     0    19     1    24
 -1.2976792527442639E+01 a       565     0    19     1    25
 -1.2544566115616695E+01 a       566     0    19     1    26
 -1.2437797369854131E+01 a       567     0    19     1    27
  1.6829480243401933E+00 a       568     0    19     1    28
 -2.6927560778819895E+00 a       569     0    19     1    29
  1.8190402129911745E-01 a       570     0    19     1    30
  2.3740654346607286E+01 a       571     0    20     1     1
  6.0119097241258084E+00 a       572     0    20     1     2
  2.3515191634520114E+01 a       573     0    20     1     3
  4.2911857314205491E+01 a       574     0    20     1     4
  8.6369719109496190E-01 a       575     0    20     1     5
  2.1172255449059016E+00 a       576     0    20     1     6
  1.3889064069349507E+01 a       577     0    20     1     7
 -8.2350073196476856E+00 a       578     0    20     1     8
 -7.7225741871428859E+00 a       579     0    20     1     9
  1.4183383871301176E+01 a       580     0    20     1    10
  3.6432574199553407E+01 a       581     0    20     1    11
 -9.3553902088078917E+00 a       582     0    20     1    12
  4.6151446222888367E+01 a       583     0    20     1    13
 -2.5012677478015792E+01 a       584     0    20     1    14
 -2.5181252081543839E+01 a       585     0    20     1    15
 -1.0361707925337940E+01 a       586     0    20     1    16
  2.8378270285755992E+01 a       587     0    20     1    17
 -1.1651495128742908E+01 a       588     0    20     1    18
 -4.3524623779712757E-01 a       589     0    20     1    19
  1.2421716161811428E+01 a       590     0    20     1    20
  5.4926221211642520E+01 a       591     0    20     1    21
 -3.4969659289844355E+00 a       592     0    20     1    22
 -3.8825525473533586E+00 a       593     0    20     1    23
 -2.8391762959710857E+01 a       594     0    20     1    24
  2.9237001536755032E+00 a       595     0    20     1    25
  1.0857801231192942E+01 a       596     0    20     1    26
  1.6912311106521358E+01 a       597     0    20     1    27
  5.0012550522070232E+00 a       598     0    20     1    28
  8.7285126332872185E+00 a       599     0    20     1    29
 -2.0091697228032601E+01 a       600     0    20     1    30
 -2.2136404472047996E+01 a       601     0    21     1     1
 -1.2628927321727877E+01 a       602     0    21     1     2
  8.1119097731593769E+01 a       603     0    21     1     3
 -3.7657227375593147E+00 a       604     0    21     1     4
  2.5782148741976762E+01 a       605     0    21     1     5
 -3.4208142115926471E+01 a       606     0    21     1     6
  1.6099099817197636E+01 a       607     0    21     1     7
 -7.7126362274903650E+00 a       608     0    21     1     8
  8.3255191291008799E+01 a       609     0    21     1     9
 -1.2050959452862358E+01 a       610     0    21     1    10
 -3.7446508816237618E+01 a       611     0    21     1    11
 -3.1620650780341815E+00 a       612     0    21     1    12
 -2.0649681257189425E+01 a       613     0    21     1    13
  4.9331853882081340E+01 a       614     0    21     1    14
  1.4896638618935144E+01 a       615     0    21     1    15
  1.9237153628304895E+01 a       616     0    21     1    16
 -6.1719367430802319E-01 a       617     0    21     1    17
 -2.9468972931457582E+01 a       618     0    21     1    18
  1.0775267918259175E+01 a       619     0    21     1    19
  1.9862009485732070E+01 a       620     0    21     1    20
  1.4976263638777542E+01 a       621     0    21     1    21
 -2.3925818324806811E+00 a       622     0    21     1    22
  1.3934857080112284E+01 a       623     0    21     1    23
 -7.0123572546930948E+00 a       624     0    21     1    24
  1.6082993773123221E+01 a       625     0    21     1    25
  3.3136236092105946E+01 a       626     0    21     1    26
  1.7991773137630670E+01 a       627     0    21     1    27
  6.5578182830891434E+00 a       628     0    21     1    28
  2.5579712208682857E+01 a       629     0    21     1    29
 -3.8884196396477677E+01 a       630     0    21     1    30
 -3.3145994950236479E-01 a       631     0    22     1     1
  2.6185003187411553E+00 a       632     0    22     1     2
  2.0150667405008274E+01 a       633     0    22     1     3
 -2.0825566884409284E+01 a       634     0    22     1     4
 -1.0211841758071236E+01 a       635     0    22     1     5
 -4.7994781025973147E+01 a       636     0    22     1     6
 -1.4635863664409687E+01 a       637     0    22     1     7
  1.3529605875921416E+01 a       638     0    22     1     8
  2.2100349228181081E+01 a       639     0    22     1     9
  1.9596697518774018E+01 a       640     0    22     1    10
 -1.6144777757729063E+00 a       641     0    22     1    11
 -1.0774963509653050E+01 a       642     0    22     1    12
  1.6358348082485556E+01 a       643     0    22     1    13
  3.9441638644468043E+01 a       644     0    22     1    14
  5.4835882943527118E+01 a       645     0    22     1    15
 -1.6409821630902616E+01 a       646     0    22     1    16
  1.1997386462674978E+01 a       647     0    22     1    17
 -8.9864176854478028E+00 a       648     0    22     1    18
 -9.4819686484862287E-01 a       649     0    22     1    19
  1.9178791166798661E+01 a       650     0    22     1    20
  1.4117365636305881E+00 a       651     0    22     1    21
 -1.3779459183989951E+01 a       652     0    22     1    22
  8.4082830821754595E-01 a       653     0    22     1    23
 -4.9751327230362570E+01 a       654     0    22     1    24
  1.7459992373171573E+01 a       655     0    22     1    25
  5.7832650107475017E+00 a       656     0    22     1    26
  1.0554039807773590E+01 a       657     0    22     1    27
 -1.0490247555043702E+01 a       658     0    22     1    28
 -2.3904882628454778E+00 a       659     0    22     1    29
 -4.7907415277298995E+01 a       660     0    22     1    30
 -2.8045754652951562E+01 a       661     0    23     1     1
  9.4867833627979294E+00 a       662     0    23     1     2
  6.6552205098155568E+01 a       663     0    23     1     3
  4.3035718564433509E+01 a       664     0    23     1     4
 -1.1653077505406959E+01 a       665     0    23     1     5
  1.9915117409353172E+01 a       666     0    23     1     6
  9.2572105852598039E+00 a       667     0    23     1     7
  6.7681216376581466E+00 a       668     0    23     1     8
 -1.8318234231149443E+01 a       669     0    23     1     9
  1.2692839186768823E+00 a       670     0    23     1    10
  7.2941897599228893E+00 a       671     0    23     1    11
  2.4863637384213824E+01 a       672     0    23     1    12
 -1.0137985324342052E+01 a       673     0    23     1    13
  2.5237256146658861E+01 a       674     0    23     1    14
  2.5127681053697437E+01 a       675     0    23     1    15
  3.1451111237112670E+01 a       676     0    23     1    16
 -1.1241656543790523E+01 a       677     0    23     1    17
 -3.0821561103468081E-01 a       678     0    23     1    18
 -3.1234189734202609E+01 a       679     0    23     1    19
 -2.7982671823020279E+01 a       680     0    23     1    20
 -3.6066325403467573E+01 a       681     0    23     1    21
 -3.7303428665655545E+01 a       682     0    23     1    22
 -3.8732314796390000E+01 a       683     0    23     1    23
 -1.9048772328274833E+01 a       684     0    23     1    24
  1.3917087107659013E+01 a       685     0    23     1    25
 -9.9916202819236943E+00 a       686     0    23     1    26
  1.3156427212310611E+01 a       687     0    23     1    27
 -3.8265115200196043E+01 a       688     0    23     1    28
  1.0441753009749617E+01 a       689     0    23     1    29
 -4.6840733409535702E+01 a       690     0    23     1    30
 -1.2552872964678427E+01 a       691     0    24     1     1
  2.0201416596436497E+00 a       692     0    24     1     2
  4.0309230663906327E+01 a       693     0    24     1     3
 -2.5760421841244380E+01 a       694     0    24     1     4
 -2.9969053883645550E+01 a       695     0    24     1     5
 -3.0445755203797376E+01 a       696     0    24     1     6
 -2.9038226310452959E+01 a       697     0    24     1     7
  1.4130176493279252E+00 a       698     0    24     1     8
 -2.5573497501744001E+01 a       699     0    24     1     9
 -1.1338045682206122E+01 a       700     0    24     1    10
  1.8804166117960781E+00 a       701     0    24     1    11
 -8.9282405960023610E+00 a       702     0    24     1    12
  1.9514472569698825E+01 a       703     0    24     1    13
 -4.9885513591288628E+00 a       704     0    24     1    14
  3.7720437091226103E+01 a       705     0    24     1    15
 -4.0447433162361959E+00 a       706     0    24     1    16
 -1.5931538807071085E+01 a       707     0    24     1    17
 -7.4313181106987514E+01 a       708     0    24     1    18
 -1.6703692539578576E+01 a       709     0    24     1    19
 -2.2987805579287564E+01 a       710     0    24     1    20
 -4.2971191033502159E+01 a       711     0    24     1    21
  9.5427540654330070E+00 a       712     0    24     1    22
  1.1995750415691960E+01 a       713     0    24     1    23
  2.5300383067599114E-01 a       714     0    24     1    24
 -5.7035686508355372E+00 a       715     0    24     1    25
  1.3866753642265950E+01 a       716     0    24     1    26
 -9.0806768585928541E+00 a       717     0    24     1    27
 -2.7057956460845482E+01 a       718     0    24     1    28
  2.5129241543701216E+01 a       719     0    24     1    29
 -2.9165017767072879E+01 a       720     0    24     1    30
 -2.8657725669517781E+01 a       721     0    25     1     1
 -6.5089082392074626E-01 a       722     0    25     1     2
 -6.8347770939332788E+00 a       723     0    25     1     3
 -3.6255721287301817E+01 a       724     0    25     1     4
  1.6164401167024369E+00 a       725     0    25     1     5
 -1.8245220763064040E+01 a       726     0    25     1     6
 -1.6578822967391375E+01 a       727     0    25     1     7
  5.8828466028774686E+00 a       728     0    25     1     8
  5.4390755235386294E+01 a       729     0    25     1     9
  2.1639407830877984E+00 a       730     0    25     1    10
 -1.0039679350408905E+01 a       731     0    25     1    11
 -7.6932715102711775E+00 a       732     0    25     1    12
  3.6707189011638107E+01 a       733     0    25     1    13
  8.6391369566166404E+01 a       734     0    25     1    14
  4.0689831706329237E+01 a       735     0    25     1    15
  3.2215271264993781E+01 a       736     0    25     1    16
  1.0452873956072420E+01 a       737     0    25     1    17
  1.7748131566132766E+01 a       738     0    25     1    18
 -3.0453322413838722E+00 a       739     0    25     1    19
  1.9533745301929166E+01 a       740     0    25     1    20
 -5.8479344380542649E+01 a       741     0    25     1    21
 -4.5121708884945960E+01 a       742     0    25     1    22
 -6.8157127510600227E-02 a       743     0    25     1    23
 -3.3010737145967290E+01 a       744     0    25     1    24
  2.7356456148493891E+01 a       745     0    25     1    25
  2.3390982392377850E+01 a       746     0    25     1    26
  2.9411021029085163E+01 a       747     0    25     1    27
 -3.4124277550587634E-01 a       748     0    25     1    28
  5.1063425378117939E+00 a       749     0    25     1    29
 -3.3478402801549825E+00 a       750     0    25     1    30
 -2.5727265650153885E+01 a       751     0    26     1     1
 -1.4603872607337722E+01 a       752     0    26     1     2
 -2.8963747652859901E+01 a       753     0    26     1     3
 -5.7121178751522564E+01 a       754     0    26     1     4
 -6.6049875619157676E+00 a       755     0    26     1     5
 -1.3609067914362642E+01 a       756     0    26     1     6
 -4.6057082281998547E+01 a       757     0    26     1     7
  2.2266284053954133E-01 a       758     0    26     1     8
 -5.9633247429883181E+00 a       759     0    26     1     9
 -2.7573935073930240E+01 a       760     0    26     1    10
 -4.1596722924116577E+01 a       761     0    26     1    11
  1.4158678135244607E+01 a       762     0    26     1    12
 -2.5257009382736662E+01 a       763     0    26     1    13
  5.7253519011260373E+01 a       764     0    26     1    14
  6.0717887212879610E+01 a       765     0    26     1    15
 -3.1116903567634280E+00 a       766     0    26     1    16
 -1.9131005923189878E+01 a       767     0    26     1    17
 -5.9049487285910924E+00 a       768     0    26     1    18
 -1.5178163440074399E+00 a       769     0    26     1    19
 -5.8675496569785690E-01 a       770     0    26     1    20
 -1.0342183560976277E+02 a       771     0    26     1    21
  1.4891089348219900E+01 a       772     0    26     1    22
 -1.2877385633802683E+00 a       773     0    26     1    23
  1.2379045926109848E+01 a       774     0    26     1    24
 -4.1646633537909522E-01 a       775     0    26     1    25
 -3.0562935135826372E+01 a       776     0    26     1    26
 -1.5349527944172950E+01 a       777     0    26     1    27
 -2.3970089867340736E+01 a       778     0    26     1    28
 -1.8381479320835080E+01 a       779     0    26     1    29
  3.9091453103920304E+00 a       780     0    26     1    30
 -1.1551250411042442E+01 a       781     0    27     1     1
  3.1802155226158902E+01 a       782     0    27     1     2
  3.0918528855723999E+01 a       783     0    27     1     3
 -3.4219974842783152E+01 a       784     0    27     1     4
  9.9177545374858145E+00 a       785     0    27     1     5
 -2.5495779604725396E+01 a       786     0    27     1     6
  1.3314710041601781E+01 a       787     0    27     1     7
 -2.3395424254314836E+01 a       788     0    27     1     8
  9.0601334431019424E+01 a       789     0    27     1     9
 -4.9155655556065049E+01 a       790     0    27     1    10
 -7.8176735923999443E+00 a       791     0    27     1    11
 -7.0836144107076029E+00 a       792     0    27     1    12
  1.0621747104536203E+01 a       793     0    27     1    13
  4.8587344288021384E+01 a       794     0    27     1    14
 -4.8730352515458073E+01 a       795     0    27     1    15
  2.2308325294570817E+01 a       796     0    27     1    16
  2.4743178494130909E+01 a       797     0    27     1    17
  1.6782663158508338E+01 a       798     0    27     1    18
 -1.2292238489785140E+01 a       799     0    27     1    19
  3.2308927222325394E+01 a       800     0    27     1    20
  5.9603321062132167E+01 a       801     0    27     1    21
  7.8255228196730249E+00 a       802     0    27     1    22
  2.0932392648810037E+01 a       803     0    27     1    23
  7.8100143767737418E+00 a       804     0    27     1    24
  7.6303944846183684E+00 a       805     0    27     1    25
  3.2911601053706100E+01 a       806     0    27     1    26
  9.1637085714899946E+00 a       807     0    27     1    27
  4.3929678144665452E+01 a       808     0    27     1    28
  1.4458781812710759E+01 a       809     0    27     1    29
  2.0063905937155976E+01 a       810     0    27     1    30
 -9.4811300284116697E+00 a       811     0    28     1     1
 -3.4185164858145596E+00 a       812     0    28     1     2
 -1.5416286926665004E+01 a       813     0    28     1     3
 -2.0248977916867705E+01 a       814     0    28     1     4
 -1.2952182853283425E+01 a       815     0    28     1     5
 -1.4879963617944366E+01 a       816     0    28     1     6
 -2.3342493362568934E+01 a       817     0    28     1     7
 -2.4674829406352656E+00 a       818     0    28     1     8
 -3.6871045285917397E+01 a       819     0    28     1     9
  2.6773391379301955E+01 a       820     0    28     1    10
  6.0546685643938829E+01 a       821     0    28     1    11
  9.5420213367072506E+00 a       822     0    28     1    12
  3.2754192182459256E+01 a       823     0    28     1    13
 -4.4575931688545865E+01 a       824     0    28     1    14
  3.0803713838624653E+01 a       825     0    28     1    15
 -1.8472416796512334E+01 a       826     0    28     1    16
  1.1609868539306071E+01 a       827     0    28     1    17
  1.4685931507620397E+01 a       828     0    28     1    18
 -1.3142175130576158E+01 a       829     0    28     1    19
 -5.2946260556614044E+00 a       830     0    28     1    20
 -8.5021739090139583E+00 a       831     0    28     1    21
  1.3621515492084782E+01 a       832     0    28     1    22
 -3.1010842503670787E+01 a       833     0    28     1    23
 -2.6109699300775855E+00 a       834     0    28     1    24
 -1.7852425946538602E+01 a       835     0    28     1    25
 -3.0894746004775616E+01 a       836     0    28     1    26
  6.9296193915934367E+01 a       837     0    28     1    27
 -6.3398000803564010E+00 a       838     0    28     1    28
 -3.9203462421973200E+01 a       839     0    28     1    29
  1.5647757298342071E+01 a       840     0    28     1    30
  1.8171671029046994E+01 a       841     0    29     1     1
 -7.9756868007108350E+00 a       842     0    29     1     2
 -5.9780979038731648E+00 a       843     0    29     1     3
 -6.1793197452332421E+01 a       844     0    29     1     4
  4.3819345367764324E+00 a       845     0    29     1     5
 -4.7208994604002008E+01 a       846     0    29     1     6
  2.5776776438671490E+01 a       847     0    29     1     7
 -1.1004226180967989E+00 a       848     0    29     1     8
 -1.8674324109333934E+01 a       849     0    29     1     9
  1.1660950644577149E+01 a       850     0    29     1    10
  3.6573104787352044E+01 a       851     0    29     1    11
 -2.1295637721869525E+01 a       852     0    29     1    12
 -1.7735004479276608E+01 a       853     0    29     1    13
 -2.1635281190068518E+01 a       854     0    29     1    14
 -1.0241600773798300E+01 a       855     0    29     1    15
 -3.9792777288881140E+01 a       856     0    29     1    16
 -3.3272816023796899E+01 a       857     0    29     1    17
 -1.4421839122519755E+01 a       858     0    29     1    18
  2.4923317595421643E+01 a       859     0    29     1    19
  3.1953062247695069E+01 a       860     0    29     1    20
  2.4312416079439487E+01 a       861     0    29     1    21
  2.3028291220825206E+01 a       862     0    29     1    22
  1.3341627594317158E+01 a       863     0    29     1    23
  1.5850412672859774E+01 a       864     0    29     1    24
 -2.2762465794937405E+01 a       865     0    29     1    25
 -3.8726574434328485E+00 a       866     0    29     1    26
  3.0787821273389849E+01 a       867     0    29     1    27
  2.2147482566522090E+01 a       868     0    29     1    28
 -1.2835345134051700E+01 a       869     0    29     1    29
  1.9435496348153187E+01 a       870     0    29     1    30
 -2.6299923233665623E+01 a       871     0    30     1     1
 -2.5935805410582589E+01 a       872     0    30     1     2
 -2.8572668827246699E+00 a       873     0    30     1     3
 -5.1431535037066451E+00 a       874     0    30     1     4
  1.0686974155999492E+01 a       875     0    30     1     5
  1.2055621060369029E+01 a       876     0    30     1     6
 -2.4629321893147704E+01 a       877     0    30     1     7
 -1.4511199737266620E+00 a       878     0    30     1     8
 -7.1928400941217646E+01 a       879     0    30     1     9
 -1.8609998926583032E+01 a       880     0    30     1    10
  7.9745271392096457E+00 a       881     0    30     1    11
  1.6010938038150996E+01 a       882     0    30     1    12
 -1.1386812838604213E+01 a       883     0    30     1    13
 -3.4018472655005439E+01 a       884     0    30     1    14
 -3.2615038894326389E+01 a       885     0    30     1    15
 -8.6555832742671743E+00 a       886     0    30     1    16
  8.9266845206540850E+00 a       887     0    30     1    17
 -4.4480298568858892E+01 a       888     0    30     1    18
  1.7024610351898044E+01 a       889     0    30     1    19
 -2.2022224434732824E+01 a       890     0    30     1    20
  8.8086880044353375E+00 a       891     0    30     1    21
 -1.5644711464000016E+01 a       892     0    30     1    22
 -1.4025771766093770E+01 a       893     0    30     1    23
 -1.3204509965366597E+01 a       894     0    30     1    24
  2.4060497040530983E+01 a       895     0    30     1    25
 -1.6999227733763000E+01 a       896     0    30     1    26
 -3.9215425719218374E+01 a       897     0    30     1    27
 -1.2391260436197072E+01 a       898     0    30     1    28
 -3.5167146958076251E-01 a       899     0    30     1    29
  1.6366869839808619E+01 a       900     0    30     1    30
  2.2486590503847747E+01 a       901     0    31     1     1
  3.7565308722125407E-01 a       902     0    31     1     2
  1.2937230125973558E+00 a       903     0    31     1     3
  1.9752244068670375E+01 a       904     0    31     1     4
 -6.4864404159782307E-01 a       905     0    31     1     5
 -5.7049254355211465E-01 a       906     0    31     1     6
  7.1413430593763003E+00 a       907     0    31     1     7
 -5.1150255361572219E+00 a       908     0    31     1     8
 -3.7504439620495525E+01 a       909     0    31     1     9
 -5.9295789218829951E+00 a       910     0    31     1    10
  2.2332801156949595E+00 a       911     0    31     1    11
  1.0328508041882742E+01 a       912     0    31     1    12
 -3.0456861481583342E+01 a       913     0    31     1    13
 -4.4548420857745754E+01 a       914     0    31     1    14
 -4.0227709143248049E+01 a       915     0    31     1    15
 -8.8941817690313698E+00 a       916     0    31     1    16
  7.7617873999012277E+00 a       917     0    31     1    17
 -1.7769590864923778E+01 a       918     0    31     1    18
  1.5126032849553801E+00 a       919     0    31     1    19
 -3.8801217869938847E+00 a       920     0    31     1    20
  3.7393394560205110E+01 a       921     0    31     1    21
  3.0955278112240226E+01 a       922     0    31     1    22
  8.1092705509314311E-01 a       923     0    31     1    23
  1.7075263578445501E+01 a       924     0    31     1    24
 -1.8743117400705859E+01 a       925     0    31     1    25
 -1.5041510652499921E+01 a       926     0    31     1    26
 -2.7038116709171486E+01 a       927     0    31     1    27
 -3.5707523000271739E+00 a       928     0    31     1    28
 -3.3805362019380034E+00 a       929     0    31     1    29
  6.5612920586858445E+00 a       930     0    31     1    30
 -2.3999738082774167E+00 a       931     0    32     1     1
  1.1722816981804129E+01 a       932     0    32     1     2
 -1.1273967269926436E+01 a       933     0    32     1     3
  2.1368704082321162E+01 a       934     0    32     1     4
  1.1628181076560244E+01 a       935     0    32     1     5
  2.6485070019461418E+01 a       936     0    32     1     6
  4.3200857527530253E+01 a       937     0    32     1     7
  1.6854119793437228E+01 a       938     0    32     1     8
  2.5330586564510462E+01 a       939     0    32     1     9
  9.8178848969708916E+00 a       940     0    32     1    10
  5.7754818758628765E+00 a       941     0    32     1    11
  1.5514101934658022E+01 a       942     0    32     1    12
 -5.7143581816292965E+01 a       943     0    32     1    13
 -2.0442984829929554E+01 a       944     0    32     1    14
 -4.2851208760605047E+01 a       945     0    32     1    15
  2.5551369406984794E+01 a       946     0    32     1    16
 -1.8767259724185802E+01 a       947     0    32     1    17
  3.1962772961663930E+01 a       948     0    32     1    18
  5.0020119896443305E+00 a       949     0    32     1    19
 -2.8395854408494493E+01 a       950     0    32     1    20
  6.1994321791373480E+01 a       951     0    32     1    21
 -1.9331356264619139E+01 a       952     0    32     1    22
  5.9916638255736236E+00 a       953     0    32     1    23
  3.3470832712511843E+01 a       954     0    32     1    24
  8.0558815025720776E+00 a       955     0    32     1    25
  1.9083436184111161E+01 a       956     0    32     1    26
 -2.3720809667937761E+01 a       957     0    32     1    27
  2.4486338294820882E+01 a       958     0    32     1    28
  9.3149070270530299E+00 a       959     0    32     1    29
  2.7705710452345212E+01 a       960     0    32     1    30
  4.9467257130753850E+01 a       961     0    33     1     1
 -2.2836206774267559E+01 a       962     0    33     1     2
 -2.7772186082555873E+01 a       963     0    33     1     3
  4.1132257401187758E+01 a       964     0    33     1     4
 -1.6809642352013427E+01 a       965     0    33     1     5
  3.2953776363750961E+01 a       966     0    33     1     6
 -1.7652134868527498E+00 a       967     0    33     1     7
  1.7846888476196536E+01 a       968     0    33     1     8
 -8.8322298455822363E+01 a       969     0    33     1     9
  1.1129200050092475E+01 a       970     0    33     1    10
  2.5903055301297478E+01 a       971     0    33     1    11
  1.2035257279903071E+00 a       972     0    33     1    12
  4.1209578821681887E+01 a       973     0    33     1    13
 -6.6141431193213222E+01 a       974     0    33     1    14
  1.0757238128376585E+01 a       975     0    33     1    15
 -1.7000181136227752E+00 a       976     0    33     1    16
  6.2657237407218052E+00 a       977     0    33     1    17
  1.5776562405791168E+01 a       978     0    33     1    18
  1.2378741526651558E+01 a       979     0    33     1    19
 -5.1456090723474304E+01 a       980     0    33     1    20
 -3.8096311445243600E+01 a       981     0    33     1    21
 -1.2872614654538905E+01 a       982     0    33     1    22
 -2.2099334438354550E+00 a       983     0    33     1    23
 -9.3203709394218865E+00 a       984     0    33     1    24
 -5.0179452669928104E-01 a       985     0    33     1    25
 -1.6105257293580028E+01 a       986     0    33     1    26
 -5.7713793819845492E+01 a       987     0    33     1    27
 -3.4305267941545644E+01 a       988     0    33     1    28
 -1.3725258239616712E+01 a       989     0    33     1    29
 -1.0590881041402017E+01 a       990     0    33     1    30
  1.9756764926327445E+01 a       991     0    34     1     1
 -1.0742389029451511E+01 a       992     0    34     1     2
 -3.1110834021461855E+01 a       993     0    34     1     3
  2.5964554533856305E+01 a       994     0    34     1     4
 -3.6786657782456866E+00 a       995     0    34     1     5
  3.5205367718651033E+01 a       996     0    34     1     6
  5.6696551023624153E-01 a       997     0    34     1     7
  4.6248355877989775E+00 a       998     0    34     1     8
 -1.9177195207338428E+01 a       999     0    34     1     9
  3.0437630869202732E+01 a      1000     0    34     1    10
  6.4295258963715325E+00 a      1001     0    34     1    11
 -1.3542654660282928E+01 a      1002     0    34     1    12
 -3.3141088042515520E+01 a      1003     0    34     1    13
 -1.8570713118701207E+01 a      1004     0    34     1    14
  1.6284737068457758E+01 a      1005     0    34     1    15
  2.1793600745237839E+01 a      1006     0    34     1    16
 -1.0215142503357457E+01 a      1007     0    34     1    17
  1.0377381390139813E+00 a      1008     0    34     1    18
 -4.1383721818568175E-01 a      1009     0    34     1    19
 -1.9512308692025961E+01 a      1010     0    34     1    20
 -3.1633918350512655E+01 a      1011     0    34     1    21
  4.0288275742415856E+01 a      1012     0    34     1    22
  6.6348703591409022E+00 a      1013     0    34     1    23
  5.2322321056045247E+01 a      1014     0    34     1    24
 -3.7180806851834340E+01 a      1015     0    34     1    25
 -1.0280813557644013E+01 a      1016     0    34     1    26
  1.3995529581551404E+01 a      1017     0    34     1    27
 -1.7123134770855419E+00 a      1018     0    34     1    28
  3.4908523305279826E+00 a      1019     0    34     1    29
  1.7310530276280252E+00 a      1020     0    34     1    30
 -1.9202352490515935E+00 a      1021     0    35     1     1
  3.0681787988544222E+00 a      1022     0    35     1     2
 -2.6372452495492745E+01 a      1023     0    35     1     3
  3.4025299960386896E+01 a      1024     0    35     1     4
 -3.4862696112300234E-01 a      1025     0    35     1     5
  8.2043977904421350E+00 a      1026     0    35     1     6
 -2.5761824872162961E+01 a      1027     0    35     1     7
 -5.1047737871805108E+00 a      1028     0    35     1     8
  1.9366092959689698E+01 a      1029     0    35     1     9
  4.4697387638619324E-01 a      1030     0    35     1    10
 -3.6164380772490773E+01 a      1031     0    35     1    11
  2.4173604482953039E+00 a      1032     0    35     1    12
  1.5264785713985901E+01 a      1033     0    35     1    13
  9.9194774322150074E+00 a      1034     0    35     1    14
  1.8205427839888910E+00 a      1035     0    35     1    15
 -1.8572870514790512E+00 a      1036     0    35     1    16
  2.7072680231414978E+01 a      1037     0    35     1    17
  5.6671615439497147E+00 a      1038     0    35     1    18
 -9.8255756376180567E+00 a      1039     0    35     1    19
 -8.8425743988072174E+00 a      1040     0    35     1    20
 -1.1117743827412550E+01 a      1041     0    35     1    21
  1.8108234590544909E+00 a      1042     0    35     1    22
  1.6597529231211223E+00 a      1043     0    35     1    23
